location,latitude,longitude,altitude
"Deutschland, Wuettemberg, Stuttgart; Mannheim",,,
"Deutschland, Zerbst",51.9640308,12.0857291,0.0
Deutschland; Boehmen,51.128251,10.636371225900305,0.0
"Deutschland; Fankreich, Elsass",,,
"Deutschland; France, Elsass",48.5874494,7.762028007324586,0.0
"Deutschland; France, Elsass, Bischweiler",,,
"Deutschland; France, Elsass, Ergenau",,,
"Deutschland; France, Elsass, Lembach",,,
"Deutschland; France, Elsass, Schweighausen",,,
"Deutschland; France, Elsass, Weissenburg",,,
"Deutschland; France, Elsass, Willer",,,
"Deutschland; France, Elsass; Schweiz",,,
"Deutschland; France, Weissenburg,",,,
Deutschland; Oesterreich - Schlesien,,,
"Deutschland; Oesterreich, Boehmen",,,
"Deutschland; Rossiya, Litauen",,,
"Deutschland; Rumaenien, Siebenbuergen",,,
"Deutschland; Rumaenien, Siebenbuergen, Muhlbach",,,
Deutschland; Schweiz ?,51.3368088,7.6895689181931,0.0
"Fankreich, Elsass",,,
"France, Elsass",48.24917645,7.407469951855497,0.0
"France, Elsass, Bischweiler",48.7682281,7.8597466,0.0
"France, Elsass, Ergenau",,,
"France, Elsass, Lembach",49.0036278,7.789956399999999,0.0
"France, Elsass, Schweighausen",47.753451399999996,7.1621662,0.0
"France, Elsass, Weissenburg",49.0365935,7.9445109,0.0
"France, Elsass, Willer",47.5859269,7.3211049,0.0
"France, Elsass; Schweiz",48.9953625,7.9486051999999985,0.0
"France, Weissenburg,",49.0365935,7.9445109,0.0
Niederlande,52.500169799999995,5.7480820999999995,0.0
Oesterreich - Schlesien,48.1441104,16.0935775,0.0
"Oesterreich, Boehmen",48.7562514,16.4989041,0.0
"Rossiya, Litauen",,,
"Rumaenien, Siebenbuergen",46.7692686,23.5865425,0.0
"Rumaenien, Siebenbuergen, Muhlbach",,,
"Rumaenien, Siebenbuergen, Noesen",,,
Schweiz ?,46.7985624,8.231973599999998,0.0
Unter - Oesterreich,47.23152260000001,11.2820547,0.0
