id,title,title_eng,location,latitude,longitude,culture,collection_date,collector,performersource,source_key,source_page_num,source_song_num,source_date,catalogue_numberencoder,encoding_date,copyright,license_abbr,version,meter,metric_classification,modality,key,ambitus,has_lyrics,has_music,genre,language,language_iso,url,preview_url,path,format,checksum,encoder,catalogue_num
shanx146,Shawei,,"Asia, China, Shanxi  Heshun",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx146.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx146.krn,shanx146.krn,kern,c2c5b29ad806ff108b3249182c9b0503,Helmut Schaffrath,J0146
shanx147,Simian jing,,"Asia, China, Shanxi Heshun",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple quadruple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx147.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx147.krn,shanx147.krn,kern,9f7beb96019c9a52f241bc06a94bcbee,Helmut Schaffrath,J0147
shanx148,Da zao,,"Asia, China, Shanxi Heshun",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx148.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx148.krn,shanx148.krn,kern,ca4c3c000aad8acbdae93a7fa0684eed,Helmut Schaffrath,J0148
shanx149,Da qiuqian,,"Asia, China, Shanxi Zuoquan",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx149.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx149.krn,shanx149.krn,kern,3db4d1ca6e560560213ff532bb959618,Helmut Schaffrath,J0149
shanx150,Da qiuqian,,"Asia, China, Shanxi Wutai",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx150.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx150.krn,shanx150.krn,kern,93920b0775c3cda645fef5c3a908d4db,Helmut Schaffrath,J0150
shanx151,Da qiuqian,,"Asia, China, Shanxi Qixian",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx151.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx151.krn,shanx151.krn,kern,4f510e540633544441ae16de2a8fd512,Helmut Schaffrath,J0151
shanx152,Da qiuqian,,"Asia, China, Shanxi Fengping",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,irregular,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx152.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx152.krn,shanx152.krn,kern,dcacd39d028a3b2c752b256882b78b2e,Helmut Schaffrath,J0152
shanx153,Chouni lianghui,,"Asia, China, Shanxi Hequ",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx153.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx153.krn,shanx153.krn,kern,4b0f154b2a6574583dc593d5935eda97,Helmut Schaffrath,J0153
shanx154,Yuanzou gaofei  gebuxiage ni,,"Asia, China, Shanxi Ningwu",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx154.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx154.krn,shanx154.krn,kern,81e72600c8b93d6b25144b477addd021,Helmut Schaffrath,J0154
shanx155,Yao sanbai,,"Asia, China, Shanxi Lishan",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,irregular,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx155.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx155.krn,shanx155.krn,kern,f30795c0f6eac2168e8e472c649d8c7c,Helmut Schaffrath,J0155
shanx156,Yiyao sanbai,,"Asia, China, Shanxi Linxian",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx156.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx156.krn,shanx156.krn,kern,bea9fe40d891b68eab211b36e4a4379d,Helmut Schaffrath,J0156
shanx157,Dawanwan kaihua,,"Asia, China, Shanxi Ningwu",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx157.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx157.krn,shanx157.krn,kern,3f62b3646c68cfe0a209acbaf2d47a3b,Helmut Schaffrath,J0157
shanx158,Jiaofu ge,,"Asia, China, Shanxi Ningwu",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx158.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx158.krn,shanx158.krn,kern,186aaf6aaae9e33df4a38b5ce5d1cc24,Helmut Schaffrath,J0158
shanx159,dongshanshang diandeng xishanshang ming,,"Asia, China, Shanxi Ningwu",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx159.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx159.krn,shanx159.krn,kern,ad9bfbc8a4b9f2ec48546a178cf6477e,Helmut Schaffrath,J0159
shanx160,Zai liushu,,"Asia, China, Shanxi Ningwu",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx160.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx160.krn,shanx160.krn,kern,3fce76b979109833ad996996dddc7245,Helmut Schaffrath,J0160
shanx161,Xinshang de ren,,"Asia, China, Shanxi Ningwu",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx161.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx161.krn,shanx161.krn,kern,b5a637f032838adef4e25fa970ae6d35,Helmut Schaffrath,J0161
shanx162,Erbuliuliu  huangfeng yanshanshan gua,,"Asia, China, Shanxi Ningwu",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx162.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx162.krn,shanx162.krn,kern,2aeb0e3cdc8c129c734537fd0e830421,Helmut Schaffrath,J0162
shanx163,Yiyangyang de gege liangyangyang kandai,,"Asia, China, Shanxi Ningwu",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx163.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx163.krn,shanx163.krn,kern,d3ef226ddffd002b60bc45480f4317f5,Helmut Schaffrath,J0163
shanx164,Xiu hebao,,"Asia, China, Shanxi Linxian",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple triple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx164.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx164.krn,shanx164.krn,kern,2f7a6b8d03864a23c6a89a8da11a3cd4,Helmut Schaffrath,J0164
shanx165,Kua meimei,,"Asia, China, Shanxi Ningwu",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx165.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx165.krn,shanx165.krn,kern,a9abdaecf02b2ce0d7cad180ead0a9b7,Helmut Schaffrath,J0165
shanx166,Kua saosao,,"Asia, China, Shanxi Ningwu",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx166.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx166.krn,shanx166.krn,kern,bb003f41905ea64d7a2443b0631de333,Helmut Schaffrath,J0166
shanx167,Kan meimei,,"Asia, China, Shanxi Ningwu",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx167.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx167.krn,shanx167.krn,kern,7d06ce33a9d637ecd2cf4755bb7b76ae,Helmut Schaffrath,J0167
shanx168,Song dage,,"Asia, China, Shanxi Ningwu",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,irregular,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx168.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx168.krn,shanx168.krn,kern,060d8404efbf88565fb18748edc56807,Helmut Schaffrath,J0168
shanx169,Song gege,,"Asia, China, Shanxi Dingxiang",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx169.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx169.krn,shanx169.krn,kern,d555bd741ff385833c8e99a0d3bae8c4,Helmut Schaffrath,J0169
shanx170,Song qinglang,,"Asia, China, Shanxi Xiangfen",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx170.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx170.krn,shanx170.krn,kern,9d1fbaa5f20f934a3c496639fb586583,Helmut Schaffrath,J0170
shanx171,Gege song mezi,,"Asia, China, Shanxi Dingxiang",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx171.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx171.krn,shanx171.krn,kern,7d8179cdf3a92a41ab0d2a40612ecdb4,Helmut Schaffrath,J0171
shanx172,Song zhangfu,,"Asia, China, Shanxi Hequ",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,irregular,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx172.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx172.krn,shanx172.krn,kern,8728a55c374c0880c39ba4de520fc765,Helmut Schaffrath,J0172
shanx173,Pan zhangfu,,"Asia, China, Shanxi Yengxian",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx173.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx173.krn,shanx173.krn,kern,207da3b0e1dec993a35f901bc422f9d4,Helmut Schaffrath,J0173
shanx174,Sijieme xiang qingren,,"Asia, China, Shanxi Ningwu",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,irregular,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx174.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx174.krn,shanx174.krn,kern,b57adcc46182db99b9c4c1550be48c66,Helmut Schaffrath,J0174
shanx175,Wan yangjiao cong,,"Asia, China, Shanxi Ningwu",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,irregular,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx175.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx175.krn,shanx175.krn,kern,b27e0934c4120abecb1d335d834219ac,Helmut Schaffrath,J0175
shanx176,Ba cong,,"Asia, China, Shanxi Linxian",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx176.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx176.krn,shanx176.krn,kern,fa2d964c3a753b72ce29f9d3310e2aee,Helmut Schaffrath,J0176
shanx177,Jie shunshun,,"Asia, China, Shanxi Linxian",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx177.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx177.krn,shanx177.krn,kern,19e76b503085649f3402023fe9c17f45,Helmut Schaffrath,J0177
shanx178,Shibugu gege li difang,,"Asia, China, Shanxi Ningwu",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx178.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx178.krn,shanx178.krn,kern,14b21383611a01ae33042974ec1c3a38,Helmut Schaffrath,J0178
shanx179,Nishenshang ba wodexin caosui,,"Asia, China, Shanxi Ningwun",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple triple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx179.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx179.krn,shanx179.krn,kern,cebeec8c7c870d3cdacd872774191736,Helmut Schaffrath,J0179
shanx180,Chule gede qianqian xiale gedemi,,"Asia, China, Shanxi Linxian",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,irregular,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx180.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx180.krn,shanx180.krn,kern,6193e2b66e561cb40a6cee815bf6ef22,Helmut Schaffrath,J0180
shanx181,Hanggua kaihua zao shangjia,,"Asia, China, Shanxi Ningwu",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx181.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx181.krn,shanx181.krn,kern,271aeb51182cda54bbdeaf71e546dd4e,Helmut Schaffrath,J0181
shanx182,Zizhao de duixiang xinzhong ai,,"Asia, China, Shanxi Ningwu",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx182.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx182.krn,shanx182.krn,kern,fbff055e58df73753a259e8a53f50be3,Helmut Schaffrath,J0182
shanx183,Nanhuo buguo Renxiangren,,"Asia, China, Shanxi Ningwu",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx183.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx183.krn,shanx183.krn,kern,5c15720d9520863326b559645e5254cf,Helmut Schaffrath,J0183
shanx184,Liang xianghao,,"Asia, China, Shanxi Ningwu",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx184.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx184.krn,shanx184.krn,kern,ecb5bf682bd28a8100d4eceff8894573,Helmut Schaffrath,J0184
shanx185,Da Liancheng,,"Asia, China, Shanxi Licheng",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx185.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx185.krn,shanx185.krn,kern,d77591b7886d4fc0cac8891091382e74,Helmut Schaffrath,J0185
shanx186,Bai Yueer,,"Asia, China, Shanxi Qixian",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx186.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx186.krn,shanx186.krn,kern,c89e4def25ce4068d24188958ffcfa12,Helmut Schaffrath,J0186
shanx187,Zou NIgong,,"Asia, China, Shanxi Dingxiang",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx187.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx187.krn,shanx187.krn,kern,9ece2fd7bab0f7f06e614f49b9137da2,Helmut Schaffrath,J0187
shanx188,Juan Xipian,,"Asia, China, Shanxi Dingxiang",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx188.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx188.krn,shanx188.krn,kern,04f15289c555240afffeb4001b5eb094,Helmut Schaffrath,J0188
shanx189,Wangxiaoer ganji,,"Asia, China, Shanxi Dingxiang",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx189.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx189.krn,shanx189.krn,kern,11446d23c8720484f64af8e3d03e7719,Helmut Schaffrath,J0189
shanx190,Pie Baicai,,"Asia, China, Shanxi Dingxiang",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx190.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx190.krn,shanx190.krn,kern,c2dfd349cab159d22239499d670703d6,Helmut Schaffrath,J0190
shanx191,Qia Suantai,,"Asia, China, Shanxi Dingxiang",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx191.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx191.krn,shanx191.krn,kern,3ebf09f38668958a98edb936a74640e6,Helmut Schaffrath,J0191
shanx192,Qia Suantai,,"Asia, China, Shanxi Linxian",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx192.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx192.krn,shanx192.krn,kern,d6f11e4f517e490d7ec9b0df54dad1f6,Helmut Schaffrath,J0192
shanx193,Pao Shanyao,,"Asia, China, Shanxi Linxian",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple quadruple,,,,False,True,"Xiaodiao. Qingge, Aisu",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx193.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx193.krn,shanx193.krn,kern,dbd97436a6d215ec055b19ba896c738e,Helmut Schaffrath,J0193
shanx194,Ku Lingding,,"Asia, China, Shanxi Linxian",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Qingge, Aisu",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx194.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx194.krn,shanx194.krn,kern,29cd9646288ed45a07b10c3e5c084549,Helmut Schaffrath,J0194
shanx195,Gu Changgong,,"Asia, China, Shanxi Wutai",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx195.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx195.krn,shanx195.krn,kern,94e9ceac98a419ce69f7fd7131d0f7fb,Helmut Schaffrath,J0195
shanx196,Shi Duihua,,"Asia, China, Shanxi Hequ",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,irregular,,,,False,True,"Xiaodiao, Duihua. Qingge",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx196.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx196.krn,shanx196.krn,kern,522f3ed3dad92d756c213bdeaa6bd737,Helmut Schaffrath,J0196
shanx197,Shi Duihua,,"Asia, China, Shanxi Linxian",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao, Duihua. Qingge",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx197.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx197.krn,shanx197.krn,kern,c68ba56fb42ba2f7d7cc2cdde32f8886,Helmut Schaffrath,J0197
shanx198,Dui hua,,"Asia, China, Shanxi Zuoquan",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao, Duihua. Qingge",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx198.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx198.krn,shanx198.krn,kern,b2f25c762be152c676e9d82059779d78,Helmut Schaffrath,J0198
shanx199,Dui Hua,,"Asia, China, Shanxi Qixian",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao, Duihua. Qingge",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx199.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx199.krn,shanx199.krn,kern,4d99efc2a29bd80883728e90a241102e,Helmut Schaffrath,J0199
shanx200,Dui Hua,,"Asia, China, Shanxi Quwo",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao, Duihua. Qingge",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx200.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx200.krn,shanx200.krn,kern,96e2be087c60f9d3704161d78e95aa62,Helmut Schaffrath,J0200
shanx201,Dui Hua,,"Asia, China, Shanxi Linyi",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao, Duihua. Qingge",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx201.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx201.krn,shanx201.krn,kern,eb2d3d0173260ebc27175ede8ddee37e,Helmut Schaffrath,J0201
