id,title,title_eng,location,latitude,longitude,culture,collection_date,collector,performersource,source_key,source_page_num,source_song_num,source_date,catalogue_numberencoder,encoding_date,copyright,license_abbr,version,meter,metric_classification,modality,key,ambitus,has_lyrics,has_music,genre,language,language_iso,url,preview_url,path,format,checksum,encoder,catalogue_num
shanx354,Chuancaolin diao,,"Asia, China, Shanxi Linxian",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao, Chuanzaolindiao. Xinminge, Qingge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx354.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx354.krn,shanx354.krn,kern,a5c684a4fe8e2660bab30e8b2caeadc7,Helmut Schaffrath,J0352
shanx355,Zizhao de duixiang xinzhong ai,,"Asia, China, Shanxi Hequ",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xinminge, Qingge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx355.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx355.krn,shanx355.krn,kern,d934b2ac6710c3d73afdcdba9f3ea28a,Helmut Schaffrath,J0353
shanx356,Maruru Kaihua,,"Asia, China, Shanxi Hequ",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xinminge, Qingge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx356.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx356.krn,shanx356.krn,kern,66f296a68b83d4632b83cfc90bdd4c13,Helmut Schaffrath,J0354
shanx357,Shiquan ren,,"Asia, China, Shanxi Hequ",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xinminge, Qingge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx357.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx357.krn,shanx357.krn,kern,6bb207b0333b3234d57b8a1556e43779,Helmut Schaffrath,J0355
shanx358,Xioying gaocuang,,"Asia, China, Shanxi Zuoquan",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xinminge, Qingge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx358.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx358.krn,shanx358.krn,kern,881bd08571f952506739ef86d076d1a8,Helmut Schaffrath,J0356
shanx359,Da canan,,"Asia, China, Shanxi Pingding",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx359.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx359.krn,shanx359.krn,kern,ffd90ded7d687f14e6888c975ffad128,Helmut Schaffrath,J0357
shanx360,Riben guizi de dapao,,"Asia, China, Shanxi Lishan",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx360.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx360.krn,shanx360.krn,kern,137167213c28184b423c3802cb60dd6d,Helmut Schaffrath,J0358
shanx361,Huangyandong da shengli,,"Asia, China, Shanxi Zuoquan",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx361.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx361.krn,shanx361.krn,kern,faa44472144face6cd2086cedb5ca1ee,Helmut Schaffrath,J0359
shanx362,Da shimenwu,,"Asia, China, Shanxi Linxian",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx362.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx362.krn,shanx362.krn,kern,f0041960dfa1b3d4f1696908f1e21027,Helmut Schaffrath,J0360
shanx363,Fan shen,,"Asia, China, Shanxi Dingxiang",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx363.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx363.krn,shanx363.krn,kern,1cb83b23b0d825d1b45ebfa7f5fe70a7,Helmut Schaffrath,J0361
shanx364,Kaiha diao,,"Asia, China, Shanxi Wuxiang",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple triple,,,,False,True,"Xiaodiao, Kaihuadiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx364.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx364.krn,shanx364.krn,kern,b9ad3e56c6b3896471e834cd48268ec1,Helmut Schaffrath,J0362
shanx365,Shang minxiao,,"Asia, China, Shanxi Linxian",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx365.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx365.krn,shanx365.krn,kern,bd71062e5be789d10120345a4d48b977,Helmut Schaffrath,J0363
shanx366,Jie hun,,"Asia, China, Shanxi Wuxiang",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx366.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx366.krn,shanx366.krn,kern,bb304b18d6a09536178531e9a7a38b83,Helmut Schaffrath,J0364
shanx367,Wangqiufeng xiaochang,,"Asia, China, Shanxi Daixian",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx367.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx367.krn,shanx367.krn,kern,e75d4d6428851ce21f169a889594b326,Helmut Schaffrath,J0365
shanx368,Yingmai maodun,,"Asia, China, Shanxi Zouquan",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx368.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx368.krn,shanx368.krn,kern,9a00330c2b239485bd29e1be419c70c3,Helmut Schaffrath,J0366
shanx369,Fanghua ge,,"Asia, China, Shanxi Jiaocheng",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx369.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx369.krn,shanx369.krn,kern,da49fd3d6b2515c805e2c3877e7779cb,Helmut Schaffrath,J0367
shanx370,Jiangjieshi zuie ge,,"Asia, China, Shanxi Hejin",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx370.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx370.krn,shanx370.krn,kern,142ac1d974bccd9689bee5685f33324e,Helmut Schaffrath,J0368
shanx371,Ma yanxishan,,"Asia, China, Shanxi Yongji",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx371.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx371.krn,shanx371.krn,kern,45a09a5c7329e944aa80c2e3a2f73886,Helmut Schaffrath,J0369
shanx372,Ma yanxishan,,"Asia, China, Shanxi Dingxiang",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx372.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx372.krn,shanx372.krn,kern,aff2b19929e8b20ac12cc73fb4bf1a88,Helmut Schaffrath,J0370
shanx373,Shieryue xiaochang,,"Asia, China, Shanxi Xixian",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx373.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx373.krn,shanx373.krn,kern,75b26e20b31148863e31d4961c3db1e6,Helmut Schaffrath,J0371
shanx374,Yunshu duizhang jiangjieshi,,"Asia, China, Shanxi Yongji",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,irregular,,,,False,True,"Xiaodiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx374.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx374.krn,shanx374.krn,kern,da26730c4e77347506a588a15c8963e4,Helmut Schaffrath,J0372
shanx375,Shilai ge,,"Asia, China, Shanxi Wenxi",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,irregular,,,,False,True,"Xiaodiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx375.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx375.krn,shanx375.krn,kern,048b6152a83b240a277469d3e6ad5f48,Helmut Schaffrath,J0373
shanx376,Quanlang canjun,,"Asia, China, Shanxi Dingxiang",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx376.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx376.krn,shanx376.krn,kern,39095e9cff7b2afdb6f78dc4a6df393a,Helmut Schaffrath,J0374
shanx377,Cangang fangshao,,"Asia, China, Shanxi Wenxi",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,irregular,,,,False,True,"Xiaodiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx377.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx377.krn,shanx377.krn,kern,2092ea4127cd410d636fde5e44335e83,Helmut Schaffrath,J0375
shanx378,Jian shanyao diao,,"Asia, China, Shanxi Dingxiang",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao, Jianshanyaodiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx378.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx378.krn,shanx378.krn,kern,ba037b73e37b2dc13ef44fd2ce052a92,Helmut Schaffrath,J0376
shanx379,Da zicun,,"Asia, China, Shanxi Dingxiang",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx379.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx379.krn,shanx379.krn,kern,e45d7ecf3dbb30185b37867099f70267,Helmut Schaffrath,J0377
shanx380,Dongda feiyengdui,,"Asia, China, Shanxi Dingxiang",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx380.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx380.krn,shanx380.krn,kern,68d3a1a8a9e5460b62b3b676b75a2fb1,Helmut Schaffrath,J0378
shanx381,Da huache dui,,"Asia, China, Shanxi Dingxiang",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,irregular,,,,False,True,Xiao diao,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx381.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx381.krn,shanx381.krn,kern,c0fa3cad3dfcbeb35e436f957e072616,Helmut Schaffrath,J0379
shanx382,Fengchui yunr san,,"Asia, China, Shanxi Xiexian",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx382.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx382.krn,shanx382.krn,kern,51da7f8b24740db8bc8d182b803b0d53,Helmut Schaffrath,J0380
shanx383,Liudeng dajun nanxia,,"Asia, China, Shanxi Zuoquan",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple quadruple,,,,False,True,"Xiaodiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx383.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx383.krn,shanx383.krn,kern,09aa3eba6ba2cc20d5c37bb1903468b0,Helmut Schaffrath,J0381
shanx384,Da Taiyuan,,"Asia, China, Shanxi Dingxiang",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,irregular,,,,False,True,"Xiaodiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx384.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx384.krn,shanx384.krn,kern,86ffe32c7758536967b71a0195b350d3,Helmut Schaffrath,J0382
shanx385,Tingfang diao,,"Asia, China, Shanxi Dingxiang",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx385.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx385.krn,shanx385.krn,kern,6a247b9f08fa21a2d1745cad123b4865,Helmut Schaffrath,J0383
shanx386,Fanshen xiaochang,,"Asia, China, Shanxi Linxian",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx386.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx386.krn,shanx386.krn,kern,c46a3bd18f29e4d332998ad0d026ed49,Helmut Schaffrath,J0384
shanx387,Fanshen le,,"Asia, China, Shanxi Dingxiang",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx387.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx387.krn,shanx387.krn,kern,26b70b467171e9512dd587ca0948ff88,Helmut Schaffrath,J0385
shanx388,Quanjia laodong,,"Asia, China, Shanxi Dingxiang",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx388.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx388.krn,shanx388.krn,kern,351e9b3470f2393ccfd1b768385629d0,Helmut Schaffrath,J0386
shanx389,Yixixiang zhe maochuxi,,"Asia, China, Shanxi Hequ",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Shange. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx389.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx389.krn,shanx389.krn,kern,2a588150838c60faf960f1303353355d,Helmut Schaffrath,J0387
shanx390,Jun xipian diao,,"Asia, China, Shanxi Dingxiang",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx390.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx390.krn,shanx390.krn,kern,e53e76990bf1a7d7c9292201996534ca,Helmut Schaffrath,J0388
shanx391,Jiaocheng shan,,"Asia, China, Shanxi Jiaocheng",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx391.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx391.krn,shanx391.krn,kern,2c92c07e022878aefd90106350672b16,Helmut Schaffrath,J0389
shanx392,Boli liangmian guang,,"Asia, China, Shanxi Heshun",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx392.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx392.krn,shanx392.krn,kern,c4e9743ae1542f434668b435fbd4510e,Helmut Schaffrath,J0390
shanx393,Zhong mianhua,,"Asia, China, Shanxi Dingxiang",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx393.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx393.krn,shanx393.krn,kern,69046057a7c325d663b284e5acf43264,Helmut Schaffrath,J0391
shanx394,Shishi xiangnian gege ni,,"Asia, China, Shanxi Dinxiang",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Qingge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx394.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx394.krn,shanx394.krn,kern,f5d37979d5ff1ef7a7c29dcfdf49055a,Helmut Schaffrath,J0392
shanx395,Gechang yingxun liuhulan,,"Asia, China, Shanxi",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx395.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx395.krn,shanx395.krn,kern,20a1dda385f0ef5c8e383442358ee112,Helmut Schaffrath,J0393
shanx396,Yangge,,"Asia, China, Shanxi Qinyuan",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao, Yangge. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx396.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx396.krn,shanx396.krn,kern,2c63efa1898cebe2b98e651c3935d8e7,Helmut Schaffrath,J0394
shanx397,Gechang hezuohua,,"Asia, China, Shanxi zouquan",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx397.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx397.krn,shanx397.krn,kern,eec4f953cab67c7da47eb86aa98f6f3b,Helmut Schaffrath,J0395
shanx398,Mopai diao,,"Asia, China, Shanxi Qinyuan",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao, Muopaidiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx398.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx398.krn,shanx398.krn,kern,26641ece7d567f440a996a7efe404735,Helmut Schaffrath,J0396
shanx399,Gaizi shilidun,,"Asia, China, Shanxi Dinxiang",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao, Gaizi shilidun. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx399.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx399.krn,shanx399.krn,kern,48eb6fe0ace115c98af3f3127c57ab01,Helmut Schaffrath,J0397
shanx400,Da jinqian diao,,"Asia, China, Shanxi Hequ",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao, Dajinqiandiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx400.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx400.krn,shanx400.krn,kern,13ccc105d87a9b4ca7ba147ddb0c16a5,Helmut Schaffrath,J0398
shanx401,Zhishi qingnian chadui dao ancuen,,"Asia, China, Shanxi Dingxiang",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx401.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx401.krn,shanx401.krn,kern,076cedcb89c07b30a4dac8f75a0d3693,Helmut Schaffrath,J0399
shanx402,Xin nongcun,,"Asia, China, Shanxi Zuoqun",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xinminge, Xuanchuan",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx402.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx402.krn,shanx402.krn,kern,67f6aa83b560046aaf578dc33d99f3c4,Helmut Schaffrath,J0400
shanx403,Chuzhuan niaglaozi shui xinteng,,"Asia, China, Shanxi Hequ",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Shange, Shanqu. Qingge, Aisu",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx403.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx403.krn,shanx403.krn,kern,17ce96192d9165c1759677507174d379,Helmut Schaffrath,J0401
shanx404,He yikou liangshui niangjiaxi hau,,"Asia, China, Shanxi Hequ",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Shange, Shanqu. Qingge, Aisu",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx404.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx404.krn,shanx404.krn,kern,d59615553c7521b3f94639691cea2472,Helmut Schaffrath,J0402
shanx405,Danxiang zhu niangjia buxiang hui,,"Asia, China, Shanxi Hequ",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Shange, Shanqu. Qingge, Aisu",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx405.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx405.krn,shanx405.krn,kern,5c462f06d49c9919cde7d099b3871683,Helmut Schaffrath,J0403
shanx406,Zhu yitian niangjia shang yitian tian,,"Asia, China, Shanxi Hequ",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Shange, Shanqu. Qingge, Aisu",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx406.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx406.krn,shanx406.krn,kern,cc3dab24a4d7239be9e70cbf44b43c7a,Helmut Schaffrath,J0404
shanx407,Yuanyuan liaojian niangjia de men,,"Asia, China, Shanxi Hequ",,,Han,,,,,,,,,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Shange, Shanqu. Qingge, Aisu",,,https://kern.humdrum.org/cgi-bin/ksdata?file=shanx407.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/shanx407.krn,shanx407.krn,kern,dede11e8d712af99013e17e7ad5a9cd6,Helmut Schaffrath,J0405
