id,title,title_eng,location,latitude,longitude,culture,collection_date,collector,performersource,source_key,source_page_num,source_song_num,source_date,catalogue_numberencoder,encoding_date,copyright,license_abbr,version,meter,metric_classification,modality,key,ambitus,has_lyrics,has_music,genre,language,language_iso,url,preview_url,path,format,checksum,encoder
p0803,Es reist eine Jungfrau ,,Lothringen,,,,,,,pinck1926verklingende1,91,,,,,,,,4/4 ,,heptatonic ionian,G,8,False,True,"Frau in M&auml;nnerkleidung, Soldat",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0803.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0803.krn,p0803.krn,kern,b59a10dba8f2f36dd9107ab86cc64578,Damien Sagrillo
p0804,Es reisen drei Knaben ,,Lothringen,,,,,,,pinck1926verklingende1,93,,,,,,,,3/4 ,,heptatonic ionian,F,8,False,True,"Gefangenschaft, Berfreiung, Liebe",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0804.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0804.krn,p0804.krn,kern,e72335177f456d058fde3c3a1f3f7737,Damien Sagrillo
p0805,Der Lindenschmied ,,Lothringen,,,,,,,pinck1926verklingende1,96,,,,,,,,6/8 ,,heptatonic minor,G,8,False,True,"Verrat, Mord",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0805.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0805.krn,p0805.krn,kern,94f0d0a50b6e97a425d5e4c3354dba94,Damien Sagrillo
p0806,Es woollt ein M&uuml;ller fr&uuml;h aufstehn ,,Lothringen,,,,,,,pinck1926verklingende1,99,,,,,,,,3/4 ,,hexatonic minor,G,9,False,True,"Betrug, Mord",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0806.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0806.krn,p0806.krn,kern,e0fd268add728f798061520ca1a6a4c4,Damien Sagrillo
p0807,Es reit't ein Reiter ,,Lothringen,,,,,,,pinck1926verklingende1,103,,,,,,,,3/4 ,,heptatonic ionian,D,7b,False,True,"Verf&uuml;hrung, Vergewaltigung, Mord",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0807.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0807.krn,p0807.krn,kern,81d25a69f8a06b931e06d36641d07317,Damien Sagrillo
p0808,Es reist ein Knab ,,Lothringen,,,,,,,pinck1926verklingende1,107,,,,,,,,3/8 ,,hexatonic minor,D,9,False,True,"Standesunterschied, Mord",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0808.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0808.krn,p0808.krn,kern,3db9001a254f4be88c60559063027725,Damien Sagrillo
p0809,Die Mordwirtin ,,Lothringen,,,,,,,pinck1926verklingende1,109,,,,,,,,6/8 ,,hexatonic minor,G,6,False,True,"Habgier, Mord, Vergeltung",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0809.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0809.krn,p0809.krn,kern,b7bf5fee35f020851436f8453bd0b492,Damien Sagrillo
p0810,Ich ging einmal spazieren,,Lothringen,,,,,,,pinck1926verklingende1,113,,,,,,,,6/8 ,,hexatonic minor,G,9,False,True,"Untreue, Mord",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0810.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0810.krn,p0810.krn,kern,41d13c0438933a5115d027a95ba846f9,Damien Sagrillo
p0811,Ich ging einstmals spazieren ,,Lothringen,,,,,,,pinck1926verklingende1,117,,,,,,,,4/4 ,,hexatonic minor,F,9,False,True,"verbotene Liebe, Tod",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0811.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0811.krn,p0811.krn,kern,27761554c1d2874300700b7b635683ad,Damien Sagrillo
p0812,Ich stehe auf hohen Bergen ,,Lothringen,,,,,,,pinck1926verklingende1,119,,,,,,,,3/8 ,,octatonic major,A,8,False,True,"verbotene Liebe, Tod",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0812.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0812.krn,p0812.krn,kern,4e87b7088355ffef200d788da83a400c,Damien Sagrillo
p0813,Es stehen drei Sterne am Himmel ,,Lothringen,,,,,,,pinck1926verklingende1,122,,,,,,,,3/8 ,,heptatonic ionian,C,7b,False,True,"Verf&uuml;hrung, Mord",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0813.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0813.krn,p0813.krn,kern,4e9ab569afdcbfbf37d09b33635f1e4c,Damien Sagrillo
p0814,Es wohnt ein Pfalzgraf an dem Rhein ,,Lothringen,,,,,,,pinck1926verklingende1,124,,,,,,,,4/4 ,,hexatonic minor,G,6b,False,True,???,,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0814.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0814.krn,p0814.krn,kern,fe6423543d957ebb1d18e635d5fafe52,Damien Sagrillo
p0815,Es war einmal ein Zimmergesell ,,Lothringen,,,,,,,pinck1926verklingende1,127,,,,,,,,6/8 ,,hexatonic minor,F,6,False,True,"Beischlaf, Standesunterschied, Verleumdung",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0815.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0815.krn,p0815.krn,kern,da17c74bf88276c44130e634425a55bc,Damien Sagrillo
p0816,Der Bettelmann ,,Lothringen,,,,,,,pinck1926verklingende1,129,,,,,,,,2/4 ,,heptatonic ionian,F,9,False,True,"Standesunterschied, Beischlaf",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0816.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0816.krn,p0816.krn,kern,f17d0f0b4a05f69d61d9400b8e1c7941,Damien Sagrillo
p0817,Der Wasserkrug ,,Lothringen,,,,,,,pinck1926verklingende1,133,,,,,,,,2/4 ,,heptatonic melodic minor,E,7,False,True,"Standesunterschied, Beischlaf",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0817.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0817.krn,p0817.krn,kern,541b87c3007da585b79e9c669041bf1b,Damien Sagrillo
p0818,Ich hab ein Schatz ,,Lothringen,,,,,,,pinck1926verklingende1,135,,,,,,,,free,,pentatonic minor,G,8,False,True,"Liebe, Untreue, Beischlaf, Soldaten",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0818.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0818.krn,p0818.krn,kern,5956bf2b6039c516cd44bac7f32da654,Damien Sagrillo
p0819,Wie ist doch die Falschheit so gro&szlig; ,,Lothringen,,,,,,,pinck1926verklingende1,139,,,,,,,,3/4 ,,hexatonic minor,F,11,False,True,"Soldatenlied, Klage",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0819.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0819.krn,p0819.krn,kern,694f998ef5e94a0cb521e846b491311c,Damien Sagrillo
p0820,Es spielten einst drei Br&uuml;der ,,Lothringen,,,,,,,pinck1926verklingende1,141,,,,,,,,4/4 ,,hexatonic minor,F,9,False,True,Soldatenlied,,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0820.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0820.krn,p0820.krn,kern,62279c74409a4e34965ef4fc1968760f,Damien Sagrillo
p0821,Heute marschieren wir ,,Lothringen,,,,,,,pinck1926verklingende1,143,,,,,,,,2/4 ,,hexatonic minor,E,6b,False,True,"Soldatenlied, Abschied",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0821.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0821.krn,p0821.krn,kern,531963be52c5191db262f82aa44f0c1c,Damien Sagrillo
p0823,Soldatenlos ,,Lothringen,,,,,,,pinck1926verklingende1,147,,,,,,,,free,,heptatonic ionian,D,11,False,True,"Soldatenlied, Tod",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0823.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0823.krn,p0823.krn,kern,7f08686e74e73a0be81e7aa069caf8eb,Damien Sagrillo
p0824,Und wenn der liebe Gott wollte ,,Lothringen,,,,,,,pinck1926verklingende1,149,,,,,,,,4/4 ,,heptatonic melodic minor,G,9b,False,True,"Liebe, Trennung / Abschied, Krieg, Tod",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0824.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0824.krn,p0824.krn,kern,23a1162ef6cc8ffd7d1b298facf28379,Damien Sagrillo
p0825,Soldaten kommen aus dem Krieg ,,Lothringen,,,,,,,pinck1926verklingende1,153,,,,,,,,6/8 ,,heptatonic ionian,G,9,False,True,Soldatenlied,,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0825.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0825.krn,p0825.krn,kern,3386b8a431ab02f7844225c22ab8a1bb,Damien Sagrillo
p0826,Der himmlische Ackersmann ,,Lothringen,,,,,,,pinck1926verklingende1,155,,,,,,,,3/4 ,,heptatonic aeolean,E,7b,False,True,"geistliches, religiöses Lied",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0826.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0826.krn,p0826.krn,kern,2b4367cacefaf6dc7ca3557835500c44,Damien Sagrillo
p0827,Der arme Bauer ,,Lothringen,,,,,,,pinck1926verklingende1,157,,,,,,,,3/4 ,,hexatonic minor,G,6b,False,True,Klagelied,,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0827.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0827.krn,p0827.krn,kern,d19ee58bf26b0649ab65186168c39126,Damien Sagrillo
p0828,Ich verkauf mein Gut ,,Lothringen,,,,,,,pinck1926verklingende1,159,,,,,,,,2/4 ,,hexatonic minor,F,6,False,True,"Auswandererlied, Abschied",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0828.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0828.krn,p0828.krn,kern,5cf54a1d2a9752bc3438f60cc165bc56,Damien Sagrillo
p0829,K&uuml;ferlied ,,Lothringen,,,,,,,pinck1926verklingende1,162,,,,,,,,free,,heptatonic dorian,D,8,False,True,"Geistliches, religiöses Lied?",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0829.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0829.krn,p0829.krn,kern,a39f5eb0b63ab0817d01824cbfb4a6d9,Damien Sagrillo
p0830,Spinnr&auml;dellied ,,Lothringen,,,,,,,pinck1926verklingende1,164,,,,,,,,3/4 ,,heptatonic ionian,A,10b,False,True,"Werbung, Liebe, Standesunterschied",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0830.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0830.krn,p0830.krn,kern,a61570e96ddc7a9f2d7c325745a20d5b,Damien Sagrillo
p0831,Weberlied ,,Lothringen,,,,,,,pinck1926verklingende1,167,,,,,,,,2/4 3/4 ,,heptatonic ionian,D,9b,False,True,"Arbeits-, Berufslied",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0831.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0831.krn,p0831.krn,kern,cbf750b639841be27d7c731868e77b1f,Damien Sagrillo
p0832,M&uuml;llerlied ,,Lothringen,,,,,,,pinck1926verklingende1,169,,,,,,,,3/8 ,,heptatonic ionian,G,8,False,True,"Arbeits-, Berufslied",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0832.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0832.krn,p0832.krn,kern,0b164153f124e91530afeff3620b37b1,Damien Sagrillo
p0833,Ob ich gleich ein Sch&auml;fer bin ,,Lothringen,,,,,,,pinck1926verklingende1,171,,,,,,,,2/4 ,,heptatonic ionian,F,9,False,True,"Arbeits., Berufslied",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0833.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0833.krn,p0833.krn,kern,a7741d50a18418284f5d0918e57bc5cd,Damien Sagrillo
p0834,"Sch&auml;fer, sag, wo ist deine Herde ",,Lothringen,,,,,,,pinck1926verklingende1,175,,,,,,,,4/4 ,,heptatonic ionian,F,9,False,True,"Arbeits-, Berufslied",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0834.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0834.krn,p0834.krn,kern,490f8bb5ac414c1425f1de5bed12f572,Damien Sagrillo
p0835,H&auml;nseleins Klage ,,Lothringen,,,,,,,pinck1926verklingende1,178,,,,,,,,2/4 ,,heptatonic ionian,G,8,False,True,Klage (Hase),,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0835.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0835.krn,p0835.krn,kern,df11addcbd06978cb5e03c7b2a9a830f,Damien Sagrillo
p0836,Der Wilddieb ,,Lothringen,,,,,,,pinck1926verklingende1,181,,,,,,,,3/4 ,,heptatonic ionian,G,9,False,True,"J&auml;gerei, Wilderei",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0836.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0836.krn,p0836.krn,kern,cc0b9008fe5fa9da953e5b7d1f69173a,Damien Sagrillo
p0837,Es war ein J&auml;ger ,,Lothringen,,,,,,,pinck1926verklingende1,183,,,,,,,,3/8 ,,hexatonic minor,G,6,False,True,Jagen,,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0837.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0837.krn,p0837.krn,kern,bd39186e197272d5c433232f8e90d300,Damien Sagrillo
p0838,Der Nachtj&auml;ger ,,Lothringen,,,,,,,pinck1926verklingende1,186,,,,,,,,4/4 ,,heptatonic ionian,F,8,False,True,Jagen,,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0838.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0838.krn,p0838.krn,kern,1454af08d3046ae13056999c96a4d12e,Damien Sagrillo
p0839,(Es wollt ein M&auml;dchen fr&uuml;haufstehn),,Lothringen,,,,,,,pinck1926verklingende1,"189,",,,,,,,,4/4 ,,heptatonic ionian,G,8,False,True,"Jagen, Beischlaf",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0839.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0839.krn,p0839.krn,kern,0557e71524ef03745b305be836c8a754,Damien Sagrillo
p0840,Minchen wollt spaziern gehn ,,Lothringen,,,,,,,pinck1926verklingende1,193,,,,,,,,6/8 ,,heptatonic ionian,Bb,9,False,True,"Liebe, Untreue, Beischlaf",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0840.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0840.krn,p0840.krn,kern,e64336dff211ae60942cb98489903166,Damien Sagrillo
p0841,Sichlein rauschen ,,Lothringen,,,,,,,pinck1926verklingende1,195,,,,,,,,6/8 ,,pentatonic minor,E,5,False,True,Liebesklage,,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0841.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0841.krn,p0841.krn,kern,21ffd8d474ab7d6e575af48c724f9561,Damien Sagrillo
p0842,Ich ging des Nachts ,,Lothringen,,,,,,,pinck1926verklingende1,197,,,,,,,,free,,octatonic minor w/o 6,D,10b,False,True,"Liebe, Beischlaf, Ehre",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0842.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0842.krn,p0842.krn,kern,8646ba3de646e57207795066f5490eba,Damien Sagrillo
p0843,Ich wollt einmal freien gehn ,,Lothringen,,,,,,,pinck1926verklingende1,199,,,,,,,,2/2 3/2 ,,heptatonic aeolean,E,7b,False,True,"Liebe, Verf&uuml;hrung",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0843.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0843.krn,p0843.krn,kern,bbf4b6c9f0428c68c43ad077d57352ef,Damien Sagrillo
p0844,Fenstergang ,,Lothringen,,,,,,,pinck1926verklingende1,200,,,,,,,,3/8 ,,hexatonic minor,G,8,False,True,"Fenstergangslied, Liebe",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0844.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0844.krn,p0844.krn,kern,aab635fea4e89b8912b0cd7414356e6c,Damien Sagrillo
p0845,Ich kann des Abends nit schlafen gehn ,,Lothringen,,,,,,,pinck1926verklingende1,201,,,,,,,,2/4 ,,heptatonic melodic minor,E,6,False,True,"Fenstergang, Liebe",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0845.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0845.krn,p0845.krn,kern,84836a0f5d7692551042e4c9bc085e2a,Damien Sagrillo
p0846,"Am Abend, eh ich schlafen geh ",,Lothringen,,,,,,,pinck1926verklingende1,205,,,,,,,,3/4 ,,heptatonic minor,F,8,False,True,"Liebe, Fenstergang",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0846.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0846.krn,p0846.krn,kern,cf333c33de9ca8eb088fcf93e39fba7a,Damien Sagrillo
p0847,"Der Tag, der ist so wohl vergang'n ",,Lothringen,,,,,,,pinck1926verklingende1,207,,,,,,,,3/8 ,,heptatonic ionian,F,8,False,True,"Liebe, Fenstergang, Beischlaf",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0847.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0847.krn,p0847.krn,kern,58e7342c7c55af1e5b76a5b4961d6d09,Damien Sagrillo
p0848,T&uuml;rmerlied ,,Lothringen,,,,,,,pinck1926verklingende1,209,,,,,,,,4/4 ,,hexatonic minor,F,9,False,True,"Nachtw&auml;chterlied, Liebe, Ehre, Beischlaf, Standesunterschied",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0848.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0848.krn,p0848.krn,kern,364d069897a568942fe9bd0aa150ce79,Damien Sagrillo
p0849,"Ach Schatz, wenn du &uuml;ber die Gasse gehst ",,Lothringen,,,,,,,pinck1926verklingende1,212,,,,,,,,3/8 ,,hexatonic minor,G,8,False,True,verbotene Liebe,,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0849.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0849.krn,p0849.krn,kern,7a022f71db379f18b9af63d17444839f,Damien Sagrillo
p0850,"Ach Schatz, wo fehlt es dir ",,Lothringen,,,,,,,pinck1926verklingende1,215,,,,,,,,2/4 ,,heptatonic ionian,G,9,False,True,"???, Liebe, Abschied?",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0850.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0850.krn,p0850.krn,kern,bd838ea03f1ee2e67c9efb2cf45ebd6f,Damien Sagrillo
p0851,In meinen schönen jungen Jahren ,,Lothringen,,,,,,,pinck1926verklingende1,217,,,,,,,,free,,pentatonic,G,5,False,True,Liebessoregn?,,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0851.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0851.krn,p0851.krn,kern,33275aab822a018081b8e777967b329b,Damien Sagrillo
p0852,Jetzt mu&szlig; ich unter die Fremde ,,Lothringen,,,,,,,pinck1926verklingende1,219,,,,,,,,3/8 ,,heptatonic ionian,F,8,False,True,"Liebe, Abschied, Heimkehr, Tod , Trauer",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0852.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0852.krn,p0852.krn,kern,3ba644fdece2cc4e85ac954263956acf,Damien Sagrillo
p0853,Nachtigall ich hör dich singen ,,Lothringen,,,,,,,pinck1926verklingende1,220,,,,,,,,3/4 ,,heptatonic ionian,F,11,False,True,Liebesleid,,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0853.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0853.krn,p0853.krn,kern,7c519db1be65827bca293f731964b464,Damien Sagrillo
p0854,Wenn ich mir ein Weibchen nehme ,,Lothringen,,,,,,,pinck1926verklingende1,222,,,,,,,,2/8 3/8 ,,hexatonic minor,G,9,False,True,"???, Brautwerbung?",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0854.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0854.krn,p0854.krn,kern,4a81a0179bd97a5994ce22d7ba493a94,Damien Sagrillo
p0855,Der sich ein faules Gretchen nimmt ,,Lothringen,,,,,,,pinck1926verklingende1,224,,,,,,,,2/4 3/4 ,,heptatonic ionian,G,9,False,True,Spottlied,,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0855.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0855.krn,p0855.krn,kern,b3f7ff476c6a833425505c552ed66359,Damien Sagrillo
p0856,Ehestandslied ,,Lothringen,,,,,,,pinck1926verklingende1,227,,,,,,,,4/4 ,,heptatonic ionian,G,9,False,True,"Ehestandslied, religiös",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0856.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0856.krn,p0856.krn,kern,9df6a114dc98bf1beb46b9c50d5a41c3,Damien Sagrillo
p0857,Der Wein und das Wasser ,,Lothringen,,,,,,,pinck1926verklingende1,229,,,,,,,,3/8 ,,octatonic minor w/o 6,A,10b,False,True,???,,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0857.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0857.krn,p0857.krn,kern,73d8e028d0b7a1d4b702440fc55c7bfb,Damien Sagrillo
p0858,Als Gott die Welt erschaffen hat ,,Lothringen,,,,,,,pinck1926verklingende1,232,,,,,,,,2/4 ,,heptatonic ionian,D,8,False,True,"???, Ehestzandslied?, reliogiös?",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0858.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0858.krn,p0858.krn,kern,cd9b0135f27feca7ac7cd08219bb275e,Damien Sagrillo
p0859,"Kommt, ihr B&uuml;rschchen ",,Lothringen,,,,,,,pinck1926verklingende1,234,,,,,,,,2/4 ,,heptatonic ionian,G,9,False,True,Spottlied,,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0859.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0859.krn,p0859.krn,kern,30fe6d2655ec637e11bb45f49af4f893,Damien Sagrillo
p0860,Es war einmal ein kleiner Mann ,,Lothringen,,,,,,,pinck1926verklingende1,236,,,,,,,,3/8 ,,hexatonic minor,G,8,False,True,Spottlied,,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0860.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0860.krn,p0860.krn,kern,37955e9aeb58fe8a50f94f5dd3a8cab2,Damien Sagrillo
p0861,Ich wollt so gern ein Wallfahrt tun ,,Lothringen,,,,,,,pinck1926verklingende1,239,,,,,,,,2/4 ,,heptatonic ionian,G,8,False,True,Spottlied,,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0861.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0861.krn,p0861.krn,kern,da6fbef9a1980e9ee27a29abbdf080ac,Damien Sagrillo
p0862,Der Kuckuck war ein reicher Mann ,,Lothringen,,,,,,,pinck1926verklingende1,241,,,,,,,,6/8 ,,hexatonic minor,F,9,False,True,Spottlied,,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0862.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0862.krn,p0862.krn,kern,d3c62aca5fd48187b3ca25c382ef00cb,Damien Sagrillo
p0863,Als ich hungerig und dursterig sein ,,Lothringen,,,,,,,pinck1926verklingende1,244,,,,,,,,3/8 ,,hexatonic minor,G,8,False,True,"Spott-, Zechlied",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0863.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0863.krn,p0863.krn,kern,abd4141ad2599492ac10cad1cbda3f15,Damien Sagrillo
p0864,Da kam die Maus von allen M&auml;usen daher ,,Lothringen,,,,,,,pinck1926verklingende1,246,,,,,,,,2/4 ,,heptatonic ionian,G,8,False,True,"Trink-, Zechlied",,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0864.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0864.krn,p0864.krn,kern,4e62c701458da0976fb503d340a2a552,Damien Sagrillo
p0865,Ich fahr wohl &uuml;ber ein See ,,Lothringen,,,,,,,pinck1926verklingende1,252,,,,,,,,2/2 ,,heptatonic ionian,G,11,False,True,Spottlied,,,https://kern.humdrum.org/cgi-bin/ksdata?file=p0865.krn&l=users/sagrillo/lorraine&format=kern,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0865.krn,p0865.krn,kern,5fffd5239428903807e83a1d4904b6fd,Damien Sagrillo
