id,title,title_eng,location,latitude,longitude,culture,collection_date,collector,performersource,source_key,source_page_num,source_song_num,source_date,catalogue_numberencoder,encoding_date,copyright,license_abbr,version,meter,metric_classification,modality,key,ambitus,has_lyrics,has_music,genre,language,language_iso,url,preview_url,path,format,checksum,licence_abbrev,encoder,performer,catalogue_num,source_url
sioux057,,A Bear Said This,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,196,57,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Song of Personal Dreams/Song Received from Animals,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux057.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux057.krn,kern/sioux057.krn,kern,cd02d4520a70e7cda5bc4f2b443693b1,CC BY-NC-SA 4.0,Craig Stuart Sapp,Oku'te,581,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA196
sioux058,,He Comes to Attack,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,197,58,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Song of Personal Dreams/Song Received from Animals,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux058.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux058.krn,kern/sioux058.krn,kern,7383bf15d70a25731edb6c45f5111e44,CC BY-NC-SA 4.0,Craig Stuart Sapp,Waking'yan-wata'kpe,562,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA197
sioux059,,May You Behold a Sacred Stone Nation,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,209,59,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Song of Personal Dreams/Song Concerning the Sacred Stones,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux059.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux059.krn,kern/sioux059.krn,kern,bd0f8c71ad8f6630964c36b1f8abe65e,CC BY-NC-SA 4.0,Craig Stuart Sapp,Tatang'ka-ohi'tika,602,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA209
sioux060,,The Sacred Stones Come to See You,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,212,60,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Song of Personal Dreams/Song Concerning the Sacred Stones,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux060.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux060.krn,kern/sioux060.krn,kern,370a6211a7902bb0a4bf1070e07a8915,CC BY-NC-SA 4.0,Craig Stuart Sapp,Mato'-kuwa,675,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA212
sioux061,,I Sing for the Animals,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,215,61,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Song of Personal Dreams/Song Concerning the Sacred Stones,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux061.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux061.krn,kern/sioux061.krn,kern,1ff318b14661062c2ef96664457c46d2,CC BY-NC-SA 4.0,Craig Stuart Sapp,Ishn'la-wicha',489,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA215
sioux062,,My Horse,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,216,62,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Song of Personal Dreams/Song Concerning the Sacred Stones,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux062.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux062.krn,kern/sioux062.krn,kern,3dff24972420eb29396369be4397c052,CC BY-NC-SA 4.0,Craig Stuart Sapp,Ishn'la-wicha',490,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA216
sioux063,,Worthy of Reverence,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,219,63,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Song of Personal Dreams/Song Concerning the Sacred Stones,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux063.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux063.krn,kern/sioux063.krn,kern,4a4c85b1276f32975c5997e3cf95ca29,CC BY-NC-SA 4.0,Craig Stuart Sapp,Waking'yan-wata'kpe,563,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA219
sioux064,,A Sacred Stone Nation Is Speaking,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,220,64,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Song of Personal Dreams/Song Concerning the Sacred Stones,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux064.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux064.krn,kern/sioux064.krn,kern,d1d669b10c2bf9c26494c943156a1b40,CC BY-NC-SA 4.0,Craig Stuart Sapp,Waking'yan-wata'kpe,566,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA220
sioux065,,They Move With a Purpose,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,221,65,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Song of Personal Dreams/Song Concerning the Sacred Stones,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux065.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux065.krn,kern/sioux065.krn,kern,5e8011d79e46934dad1d6c54fc868376,CC BY-NC-SA 4.0,Craig Stuart Sapp,Waking'yan-wata'kpe,567,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA221
sioux066,,From Everywhere They Come,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,222,66,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Song of Personal Dreams/Song Concerning the Sacred Stones,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux066.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux066.krn,kern/sioux066.krn,kern,e20f143168e0a1ac3b3082d4f908bbd4,CC BY-NC-SA 4.0,Craig Stuart Sapp,Waking'yan-wata'kpe,565,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA222
sioux067,,A Wolf Nation Called Me `Father',"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,224,67,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Song of Personal Dreams/Song Concerning the Sacred Stones,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux067.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux067.krn,kern/sioux067.krn,kern,fe353d8d19eee37a74ecef7d25afa01c,CC BY-NC-SA 4.0,Craig Stuart Sapp,Waha'chungka-nong'pa,541,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA224
sioux068,,I Have Caused Them to Roam,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,225,68,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Song of Personal Dreams/Song Concerning the Sacred Stones,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux068.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux068.krn,kern/sioux068.krn,kern,0213b7576954aa03efae0c04552bb258,CC BY-NC-SA 4.0,Craig Stuart Sapp,Waha'chungka-nong'pa,539,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA225
sioux069,,These Are My Spies,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,226,69,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Song of Personal Dreams/Song Concerning the Sacred Stones,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux069.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux069.krn,kern/sioux069.krn,kern,1c0ac994f6ac871b5cc210c0b549dee1,CC BY-NC-SA 4.0,Craig Stuart Sapp,Wamni'yomni-ho'ta,667,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA226
sioux070,,I Am Required to Roam,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,227,70,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Song of Personal Dreams/Song Concerning the Sacred Stones,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux070.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux070.krn,kern/sioux070.krn,kern,8b355d348e80269faf95c8bd81cad9da,CC BY-NC-SA 4.0,Craig Stuart Sapp,Wamni'yomni-ho'ta,668,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA227
sioux071,,"Father, Behold Me","Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,228,71,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Song of Personal Dreams/Song Concerning the Sacred Stones,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux071.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux071.krn,kern/sioux071.krn,kern,e1fc6d60371fccccf495313b9db7da60,CC BY-NC-SA 4.0,Craig Stuart Sapp,Oku'te,574,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA228
sioux072,,I Was Ordered to Return,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,229,72,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Song of Personal Dreams/Song Concerning the Sacred Stones,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux072.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux072.krn,kern/sioux072.krn,kern,f174bbe63cf84cf4832cc07d82b70c8a,CC BY-NC-SA 4.0,Craig Stuart Sapp,Oku'te,582,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA229
sioux073,,"Father, Sing to Me","Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,230,73,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Song of Personal Dreams/Song Concerning the Sacred Stones,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux073.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux073.krn,kern/sioux073.krn,kern,84cdfcc49ad2ee29f0dbfdd1b3aff49b,CC BY-NC-SA 4.0,Craig Stuart Sapp,Shiya'ka,462,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA230
sioux074,,A Spirit Has Come,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,232,74,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Song of Personal Dreams/Song Concerning the Sacred Stones,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux074.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux074.krn,kern/sioux074.krn,kern,cec7bd8162e951d5e92d92b28b7059ba,CC BY-NC-SA 4.0,Craig Stuart Sapp,Shiya'ka,461,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA232
sioux075,,From Whence the Winds Blow,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,233,75,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Song of Personal Dreams/Song Concerning the Sacred Stones,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux075.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux075.krn,kern/sioux075.krn,kern,6fadd3bc8bce27446ce67c2695e23950,CC BY-NC-SA 4.0,Craig Stuart Sapp,Shiya'ka,463,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA233
sioux076,,Something I Foretold,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,234,76,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Song of Personal Dreams/Song Concerning the Sacred Stones,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux076.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux076.krn,kern/sioux076.krn,kern,8ae6dfa79302c1417d1530a6f08a01f3,CC BY-NC-SA 4.0,Craig Stuart Sapp,Shiya'ka,464,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA234
sioux077,,In a Sacred Manner I Live,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,236,77,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Song of Personal Dreams/Song Concerning the Sacred Stones,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux077.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux077.krn,kern/sioux077.krn,kern,42176c5ad261e8d6bfedbd0e8f5f0642,CC BY-NC-SA 4.0,Craig Stuart Sapp,Mato'wangbli',632,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA236
sioux078,,A Voice I Sent,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,237,78,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Song of Personal Dreams/Song Concerning the Sacred Stones,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux078.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux078.krn,kern/sioux078.krn,kern,5bfa2029501c40ab53cf922385482746,CC BY-NC-SA 4.0,Craig Stuart Sapp,Mato'wangbli',633,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA237
sioux079,,The Sunrise,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,249,79,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Song of Personal Dreams/Song Used in Treatment of the Sick,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux079.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux079.krn,kern/sioux079.krn,kern,624b5265e3f458889c4b908dcaa06735,CC BY-NC-SA 4.0,Craig Stuart Sapp,Tatang'ka-ohi'tika,603,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA249
sioux080,,Behold the Dawn,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,250,80,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Song of Personal Dreams/Song Used in Treatment of the Sick,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux080.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux080.krn,kern/sioux080.krn,kern,7284e379ec3368b3aa8f037d41750efc,CC BY-NC-SA 4.0,Craig Stuart Sapp,Tatang'ka-ohi'tika,610,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA250
sioux081,,Behold All These Things,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,255,81,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Song of Personal Dreams/Song Used in Treatment of the Sick,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux081.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux081.krn,kern/sioux081.krn,kern,5e59f1dbc826992dfc5eb246df66d115,CC BY-NC-SA 4.0,Craig Stuart Sapp,Wangbli'-waha'chungka,511,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA255
sioux082,,I Am Sitting,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,256,82,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Song of Personal Dreams/Song Used in Treatment of the Sick,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux082.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux082.krn,kern/sioux082.krn,kern,536c44688be7941ec9bc3c70c4d0587b,CC BY-NC-SA 4.0,Craig Stuart Sapp,Wangbli'-waha'chungka,515,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA256
sioux083,,We Will Eat,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,258,83,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Song of Personal Dreams/Song Used in Treatment of the Sick,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux083.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux083.krn,kern/sioux083.krn,kern,2864848919bea29fce2fd76357f5737b,CC BY-NC-SA 4.0,Craig Stuart Sapp,Wangbli'-waha'chungka,512,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA258
sioux084,,These Are Good,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,259,84,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Song of Personal Dreams/Song Used in Treatment of the Sick,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux084.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux084.krn,kern/sioux084.krn,kern,464bfff0c01e8825eecd63539c1ee02d,CC BY-NC-SA 4.0,Craig Stuart Sapp,Wangbli'-waha'chungka,513,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA259
sioux085,,You Will Walk,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,260,85,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Song of Personal Dreams/Song Used in Treatment of the Sick,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux085.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux085.krn,kern/sioux085.krn,kern,302a4de17e596a5b724df24bf440182d,CC BY-NC-SA 4.0,Craig Stuart Sapp,Wangbli'-waha'chungka,514,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA260
sioux086,,Song Preceding Treatment of Fractures,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,262,86,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Song of Personal Dreams/Song Used in Treatment of the Sick,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux086.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux086.krn,kern/sioux086.krn,kern,a7a3566942b1f011a42c52e890d249e2,CC BY-NC-SA 4.0,Craig Stuart Sapp,Wangbli'-waha'chungka,516,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA262
sioux087,,An Appeal to the Bear,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,263,87,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Song of Personal Dreams/Song Used in Treatment of the Sick,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux087.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux087.krn,kern/sioux087.krn,kern,00c83346789a3ca1a340da164db5c652,CC BY-NC-SA 4.0,Craig Stuart Sapp,Wangbli'-waha'chungka,517,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA263
sioux088,,Song of the Bear,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,264,88,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Song of Personal Dreams/Song Used in Treatment of the Sick,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux088.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux088.krn,kern/sioux088.krn,kern,9936ea3b8631c3969a6d0581679ce23b,CC BY-NC-SA 4.0,Craig Stuart Sapp,Wangbli'-waha'chungka,518,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA264
sioux089,,Bear Told Me,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,265,89,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Song of Personal Dreams/Song Used in Treatment of the Sick,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux089.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux089.krn,kern/sioux089.krn,kern,0d6ab8af37945b73f47d640a82db2d0f,CC BY-NC-SA 4.0,Craig Stuart Sapp,Wangbli'-waha'chungka,519,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA265
sioux090,,Song of Healing,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,268,90,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Song of Personal Dreams/Song Used in Treatment of the Sick,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux090.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux090.krn,kern/sioux090.krn,kern,3b66ebfd96c1f72f9140d8e3712006de,CC BY-NC-SA 4.0,Craig Stuart Sapp,Mato'nape'ska,674,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA268
sioux091,,Sitting Bull's Medicine Song (a),"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,272,91,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Song of Personal Dreams/Song Used in Treatment of the Sick,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux091.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux091.krn,kern/sioux091.krn,kern,265092c9f9ca61c7ce8a93fc05bb7016,CC BY-NC-SA 4.0,Craig Stuart Sapp,Tatang'ka-wangzhi'la,654,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA272
sioux092,,Sitting Bull's Medicine Song (b),"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,273,92,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Song of Personal Dreams/Song Used in Treatment of the Sick,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux092.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux092.krn,kern/sioux092.krn,kern,a68bcf4ec8d3e25de709fd01d9ad73a6,CC BY-NC-SA 4.0,Craig Stuart Sapp,Tatang'ka-wangzhi'la,655,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA273
sioux093,,A Wind from the North,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,275,93,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Song of Personal Dreams/Song Used in Treatment of the Sick,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux093.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux093.krn,kern/sioux093.krn,kern,711fc582d2dde188bd9e56797e3785ff,CC BY-NC-SA 4.0,Craig Stuart Sapp,Waha'chungka-nong'pa,536,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA275
sioux094,,May This Be the Day,"Standing Rock Reservation, South Dakota, United States of America",45.9,-100.7,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,277,94,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Song of Personal Dreams/Song Used in Treatment of the Sick,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux094.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux094.krn,kern/sioux094.krn,kern,593430489c29c465ff63b2ce774eb090,CC BY-NC-SA 4.0,Craig Stuart Sapp,Waha'chungka-nong'pa,540,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA277
sioux095,,Northward They Are Walking,"Sisseton, South Dakota, United States of America",,,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,286,95,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Society Song/Song of the Buffalo Society,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux095.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux095.krn,kern/sioux095.krn,kern,5f682817726b168d145ee4845d1163bc,CC BY-NC-SA 4.0,Craig Stuart Sapp,Wakang'-chika'na,663,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA286
sioux096,,My Goal,"Sisseton, South Dakota, United States of America",,,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,287,96,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Society Song/Song of the Buffalo Society,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux096.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux096.krn,kern/sioux096.krn,kern,eed93ddd827df33248d04cbdd9c456ab,CC BY-NC-SA 4.0,Craig Stuart Sapp,Wakang'-chika'na,664,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA287
sioux097,,In the North,"Sisseton, South Dakota, United States of America",,,Native American -- Sioux,1911/07//-1914///,Frances Densmore,,densmore1918teton,288,97,,,,2002 Craig Stuart Sapp,,,,,,,,False,True,Society Song/Song of the Buffalo Society,,,https://raw.githubusercontent.com/craigsapp/densmore-teton-sioux/master/kern/sioux097.krn,http://verovio.humdrum.org/?file=folk/sioux/kern/sioux097.krn,kern/sioux097.krn,kern,1e2c48159e176c8184a538ff8a9e3331,CC BY-NC-SA 4.0,Craig Stuart Sapp,Malipi'ya-to,660,https://books.google.nl/books?id=Adw_AAAAYAAJ&pg=PA288
