id,dataset_id,title,title_eng,location,latitude,longitude,culture,collection_date,collector,performer,source,source_key,source_author,source_title,source_publisher,source_address,source_page_num,source_song_num,source_date,catalogue_number,source_url,encoder,encoding_date,copyright,license_abbr,version,meter,metric_classification,modality,key,ambitus,has_lyrics,has_music,genre,language,language_iso,url,preview_url,path,format,checksum
shanx717,essen-china-shanxi,Fandui xiyu shijian,,"Asia, China, Shanxi Zuoquan",,,,,,,,,,,,,,,,,,Helmut Schaffrath,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Sushuo,,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/shanx717.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/data/shanx717.krn,data/shanx717.krn,kern,fdddaadb4ff3206509e474c5b894b211
shanx718,essen-china-shanxi,Renben qiangdao zhan liaoxian,,"Asia, China, Shanxi Zuoquan",,,,,,,,,,,,,,,,,,Helmut Schaffrath,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Sushuo,,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/shanx718.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/data/shanx718.krn,data/shanx718.krn,kern,9c1fecf4acd9b9a39da7302d5a483254
shanx719,essen-china-shanxi,Baituan dazhan,,"Asia, China, Shanxi Zuoquan",,,,,,,,,,,,,,,,,,Helmut Schaffrath,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple quadruple,,,,False,True,Xiaodiao. Sushuo,,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/shanx719.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/data/shanx719.krn,data/shanx719.krn,kern,6ed1be33352f756fe9e2c59920385ac0
shanx720,essen-china-shanxi,Huashan shier lieshi,,"Asia, China, Shanxi Zuoquan",,,,,,,,,,,,,,,,,,Helmut Schaffrath,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple quadruple,,,,False,True,"Xiaodiao. Xshi, Sushuo",,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/shanx720.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/data/shanx720.krn,data/shanx720.krn,kern,b98969d87ba96ac935c2618593c26498
shanx721,essen-china-shanxi,Huangyandong da shili,,"Asia, China, Shanxi Zuoquan",,,,,,,,,,,,,,,,,,Helmut Schaffrath,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xshi, Sushuo",,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/shanx721.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/data/shanx721.krn,data/shanx721.krn,kern,51c574d9e4128efc04d54f6a668deced
shanx722,essen-china-shanxi,Hongdu paotai,,"Asia, China, Shanxi Zuoquan",,,,,,,,,,,,,,,,,,Helmut Schaffrath,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xshi, Sushuo",,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/shanx722.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/data/shanx722.krn,data/shanx722.krn,kern,401802a59e64f9b5a678a34c8642f0dd
shanx723,essen-china-shanxi,Shou fu zuoquan cheng,,"Asia, China, Shanxi Zuoquan",,,,,,,,,,,,,,,,,,Helmut Schaffrath,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xshi, Sushuo",,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/shanx723.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/data/shanx723.krn,data/shanx723.krn,kern,98f4c0aeb50ba1a287d74819e1bef6ea
shanx724,essen-china-shanxi,Weigong puge zhai,,"Asia, China, Shanxi Xixian",,,,,,,,,,,,,,,,,,Helmut Schaffrath,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xshi, Sushuo",,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/shanx724.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/data/shanx724.krn,data/shanx724.krn,kern,23f808728d54c7c745d7da7b85451c96
shanx725,essen-china-shanxi,Baowei hao shiguang,,"Asia, China, Shanxi Zuoquan",,,,,,,,,,,,,,,,,,Helmut Schaffrath,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple quadruple,,,,False,True,"Xiaodiao. Xshi, Sushuo",,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/shanx725.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/data/shanx725.krn,data/shanx725.krn,kern,4b24f7b91b4ff906584f69ae1a066f1d
shanx726,essen-china-shanxi,Gaizu guomindang tongshuaibu,,"Asia, China, Shanxi Zuoquan",,,,,,,,,,,,,,,,,,Helmut Schaffrath,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple quadruple,,,,False,True,"Xiaodiao. Xshi, Sushuo",,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/shanx726.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/data/shanx726.krn,data/shanx726.krn,kern,6d5e977caa34f56f97d5a18ae19b70b1
shanx727,essen-china-shanxi,Ma fandongpai,,"Asia, China, Shanxi Jingle",,,,,,,,,,,,,,,,,,Helmut Schaffrath,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao. Xshi, Sushuo",,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/shanx727.krn&l=essen/asia/china/shanxi&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/shanxi/data/shanx727.krn,data/shanx727.krn,kern,028d8f4a16ca48b26708aa6de8ee8c1a
