id,dataset_id,title,title_eng,location,latitude,longitude,culture,collection_date,collector,performer,source,source_key,source_author,source_title,source_publisher,source_address,source_page_num,source_song_num,source_date,catalogue_number,source_url,encoder,encoding_date,copyright,license_abbr,version,meter,metric_classification,modality,key,ambitus,has_lyrics,has_music,genre,language,language_iso,url,preview_url,path,format,checksum
nova041,creighton-nova-scotia,Jimmie and Nancy,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Ben Henneberry,,creighton1932nova,,,,,81,41,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova041.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova041.krn,data/kern/nova041.krn,kern,d6909a6064fa0f61210f891ab5a6c8d8
nova042,creighton-nova-scotia,Lily of the West,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Ms. Ruth Purdy,,creighton1932nova,,,,,84,42,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova042.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova042.krn,data/kern/nova042.krn,kern,27f8010631b428710b69b5236494b500
nova043,creighton-nova-scotia,Lion's Den,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Ben Henneberry,,creighton1932nova,,,,,87,43,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova043.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova043.krn,data/kern/nova043.krn,kern,062c653debc5b37fa46f5eeeb201cfb0
nova044a,creighton-nova-scotia,My Sailor Lad,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Miss Muriel Henneberry,,creighton1932nova,,,,,89,,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova044a.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova044a.krn,data/kern/nova044a.krn,kern,cfabf342d10de9745014dbc97f35c80a
nova044b,creighton-nova-scotia,Sailor Bold,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mrs. Charles Kelly,,creighton1932nova,,,,,90,,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova044b.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova044b.krn,data/kern/nova044b.krn,kern,f06bf690601ea33e26723eaa5e7e8034
nova045,creighton-nova-scotia,Prentice Boy,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Ben Henneberry,,creighton1932nova,,,,,92,45,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova045.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova045.krn,data/kern/nova045.krn,kern,1e8e63d8ba17d63ec885f89bfb4ea4ee
nova046,creighton-nova-scotia,Pretty Polly,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mrs. William McNab,,creighton1932nova,,,,,94,46,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova046.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova046.krn,data/kern/nova046.krn,kern,69a113ebc3fdf231a2f14bd31d0d9887
nova047,creighton-nova-scotia,Rambling Rover,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Ben Henneberry,,creighton1932nova,,,,,95,47,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova047.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova047.krn,data/kern/nova047.krn,kern,acd12446cb68c1219623c3d99b4106dc
nova048,creighton-nova-scotia,Rose of Britain's Isle,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Ben Henneberry,,creighton1932nova,,,,,96,48,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova048.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova048.krn,data/kern/nova048.krn,kern,0e6bc59f7cb952ede68dfd0684eb3db3
nova049,creighton-nova-scotia,A Sailor Courted,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Ben Henneberry,,creighton1932nova,,,,,99,49,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova049.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova049.krn,data/kern/nova049.krn,kern,393e7acafb726fb3dad51c0043213808
nova050,creighton-nova-scotia,When I Was a Young Man,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Enos Hartlan,,creighton1932nova,,,,,101,50,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova050.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova050.krn,data/kern/nova050.krn,kern,84510b6d64fd4cfd18f246b4f873dd9d
nova051,creighton-nova-scotia,Young Indian Lass,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Richard Hartlan,,creighton1932nova,,,,,103,51,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova051.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova051.krn,data/kern/nova051.krn,kern,1fce909347fa3c407447893e3031154f
nova052,creighton-nova-scotia,Bay of Biscay Oh,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Ben Henneberry,,creighton1932nova,,,,,105,52,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova052.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova052.krn,data/kern/nova052.krn,kern,0f4b6def75aa4a3f1cc3408a2a6f37fe
nova053,creighton-nova-scotia,Bold Princess Royal,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. William Faulkner,,creighton1932nova,,,,,107,53,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova053.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova053.krn,data/kern/nova053.krn,kern,c8a7ca8a01a107fa38aaacde09bb8fff
nova054,creighton-nova-scotia,Captain Burke,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Richard Hartlan,,creighton1932nova,,,,,109,54,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova054.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova054.krn,data/kern/nova054.krn,kern,72f936ffc6c6d927ca41f59fccb81cd7
nova055,creighton-nova-scotia,Captain Glen,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Ben Henneberry,,creighton1932nova,,,,,111,55,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova055.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova055.krn,data/kern/nova055.krn,kern,08d0a16395ddce8cd8b066baa7958c8a
nova056,creighton-nova-scotia,Chanty Song (a),,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Richard Hartlan,,creighton1932nova,,,,,113,56,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova056.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova056.krn,data/kern/nova056.krn,kern,d413b0934354880d859e83591224631a
nova057,creighton-nova-scotia,Chanty Song (b),,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Richard Hartlan,,creighton1932nova,,,,,115,57,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova057.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova057.krn,data/kern/nova057.krn,kern,1866cd3a13d5f92dff95d97ead366de2
nova058,creighton-nova-scotia,City of Baltimore,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Ben Henneberry,,creighton1932nova,,,,,117,58,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova058.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova058.krn,data/kern/nova058.krn,kern,63c8507364660acb5c2af610f387ec23
nova059,creighton-nova-scotia,Come All Ye Old Comrades,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Patrick Williams,,creighton1932nova,,,,,120,59,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova059.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova059.krn,data/kern/nova059.krn,kern,14b5a7521e24c0771722eb4d5b8d38bc
nova060,creighton-nova-scotia,Crocodile Song,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Enos Hartlan,,creighton1932nova,,,,,122,60,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova060.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova060.krn,data/kern/nova060.krn,kern,f48c1e5d769d763dacd8a96938ee15f8
nova061,creighton-nova-scotia,Donald Munro,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Ben Henneberry,,creighton1932nova,,,,,124,61,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova061.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova061.krn,data/kern/nova061.krn,kern,6d138ccb0a6b5294bebada281c49cee7
nova062,creighton-nova-scotia,Flying Cloud,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Richard Hartlan,,creighton1932nova,,,,,126,62,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova062.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova062.krn,data/kern/nova062.krn,kern,1d8cdcfc9bc444ebd46f7b6cade684c7
nova063,creighton-nova-scotia,Van Diemen's Land,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Ben Henneberry,,creighton1932nova,,,,,131,63,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova063.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova063.krn,data/kern/nova063.krn,kern,2ae303ba745f5396630a0cff9bd730e0
nova064,creighton-nova-scotia,Western Ocean,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Richard Hartlan and family,,creighton1932nova,,,,,133,64,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova064.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova064.krn,data/kern/nova064.krn,kern,92d27346a367997627191de465611e5c
nova065,creighton-nova-scotia,Wild Rover,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Faulkner,,creighton1932nova,,,,,134,65,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova065.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova065.krn,data/kern/nova065.krn,kern,2345b0dc8533b523eded9d8423a721b3
nova066,creighton-nova-scotia,Ye Gentlemen of England,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Ben Henneberry,,creighton1932nova,,,,,136,66,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova066.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova066.krn,data/kern/nova066.krn,kern,9f01488c31ea8e2b1531025f2c416271
nova067,creighton-nova-scotia,Battle of Alma,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Ben Henneberry,,creighton1932nova,,,,,138,67,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova067.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova067.krn,data/kern/nova067.krn,kern,24886f276b73bce4a33e8f9df6e84e0f
nova068,creighton-nova-scotia,Bonny Bunch of Roses O,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Alexander Henneberry,,creighton1932nova,,,,,140,68,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova068.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova068.krn,data/kern/nova068.krn,kern,3e5926bef9cffb62079011ab2593f0c9
nova069,creighton-nova-scotia,Bonny Light Horseman,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Ben Henneberry,,creighton1932nova,,,,,143,69,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova069.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova069.krn,data/kern/nova069.krn,kern,4cc91aed8372e8516f94d6721a7b3a62
nova070,creighton-nova-scotia,Drummer Boy,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mrs. William McNab,,creighton1932nova,,,,,145,70,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova070.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova070.krn,data/kern/nova070.krn,kern,ae36e8f8bce0fc85934cb898d8975743
nova071,creighton-nova-scotia,Erin Far Away,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Ben Henneberry,,creighton1932nova,,,,,146,71,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova071.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova071.krn,data/kern/nova071.krn,kern,b3866ac9cec6f3c74e069caeb727a005
nova072,creighton-nova-scotia,Napoleon's Farewell to Paris,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Ben Henneberry,,creighton1932nova,,,,,148,72,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova072.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova072.krn,data/kern/nova072.krn,kern,7e98fc884fe99901a798b5b996bb4754
nova073,creighton-nova-scotia,Casey's Whiskey,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Ben Henneberry,,creighton1932nova,,,,,150,73,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova073.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova073.krn,data/kern/nova073.krn,kern,da0a88089131786e6c6f7cee11efb721
nova074,creighton-nova-scotia,Courtship of Willie Riley,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Ben Henneberry,,creighton1932nova,,,,,152,74,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova074.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova074.krn,data/kern/nova074.krn,kern,a8f0f685399ad62b8d771ecde043275a
nova075,creighton-nova-scotia,Doran's Ass,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Ben Henneberry,,creighton1932nova,,,,,163,75,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova075.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova075.krn,data/kern/nova075.krn,kern,9fc713e0a2e54f71fbb6f4b2fd556362
nova076,creighton-nova-scotia,Down by the Tan-Yard Side,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Patrick Williams,,creighton1932nova,,,,,165,76,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova076.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova076.krn,data/kern/nova076.krn,kern,b8d71dfd0988102e5decb56e0e0894b1
nova077,creighton-nova-scotia,The Green Mossy Banks of the Sea,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Faulkner and Mr. Patrick Williams,,creighton1932nova,,,,,167,77,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova077.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova077.krn,data/kern/nova077.krn,kern,d7aa02864d5aaf18e2fc76bfa8402191
nova078,creighton-nova-scotia,Jessie Munroe,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Ben Henneberry,,creighton1932nova,,,,,169,78,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova078.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova078.krn,data/kern/nova078.krn,kern,e93e5aecbf74b7f15dbb93a20f7a5b53
nova079,creighton-nova-scotia,The Mantle of Green,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mrs. Jane Henneberry,,creighton1932nova,,,,,171,79,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova079.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova079.krn,data/kern/nova079.krn,kern,cdb73e70720c1120841afa4ae18a37c6
nova080,creighton-nova-scotia,Mary Nail,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Ben Henneberry,,creighton1932nova,,,,,173,80,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova080.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova080.krn,data/kern/nova080.krn,kern,4e887d1827d4cb6d1baf33798e309694
nova081,creighton-nova-scotia,My Irish Polly,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Miss Muriel Henneberry,,creighton1932nova,,,,,175,81,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova081.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova081.krn,data/kern/nova081.krn,kern,ddb74e26ea35919c88fb585b0285e3c0
nova082,creighton-nova-scotia,Paddy Backwards,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Richard Hartlan,,creighton1932nova,,,,,177,82,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova082.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova082.krn,data/kern/nova082.krn,kern,53b00960431eb103e9544c08e03c8c68
nova083,creighton-nova-scotia,Rambling Shoemaker,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Ben Henneberry,,creighton1932nova,,,,,179,83,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova083.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova083.krn,data/kern/nova083.krn,kern,2d51275c68666c0b502efdbec7597653
nova084,creighton-nova-scotia,Since Love Can Enter an Iron Door,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. William Faulkner,,creighton1932nova,,,,,181,84,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova084.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova084.krn,data/kern/nova084.krn,kern,3240cd6851df7fbb2b65f2feec2b6ff5
nova085,creighton-nova-scotia,Song of the Croppy Boy,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Richard Hartlan,,creighton1932nova,,,,,183,85,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova085.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova085.krn,data/kern/nova085.krn,kern,ad70f66afb98e89bb841280c73194e67
nova086,creighton-nova-scotia,Tim Finnigan's Wake,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Frank Faulkner,,creighton1932nova,,,,,185,86,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova086.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova086.krn,data/kern/nova086.krn,kern,fe1ad13aa9631145a2083938976d6cd3
nova087,creighton-nova-scotia,Tom O'Neil,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Ben Henneberry,,creighton1932nova,,,,,187,87,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova087.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova087.krn,data/kern/nova087.krn,kern,0ce3f356426ef79cc3e8424034ae70c7
nova088,creighton-nova-scotia,Whiskey in the Jar,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Ben Henneberry,,creighton1932nova,,,,,192,88,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova088.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova088.krn,data/kern/nova088.krn,kern,191cdeb8b4ead9f990d5b3123e80e01c
nova089,creighton-nova-scotia,It Was a Mouse,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Richard Hartlan,,creighton1932nova,,,,,194,89,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova089.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova089.krn,data/kern/nova089.krn,kern,bd5241f6d8ea38f9c0311fb732e658d9
nova090,creighton-nova-scotia,Me One Man,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Richard Hartlan,,creighton1932nova,,,,,196,90,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova090.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova090.krn,data/kern/nova090.krn,kern,033e117fb9ea5cf855c7a4eaeb43702d
nova091,creighton-nova-scotia,Old King Coul,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Richard Hartlan,,creighton1932nova,,,,,197,91,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova091.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova091.krn,data/kern/nova091.krn,kern,746a90c657af2bdb7f76f7dbcafe820c
nova092,creighton-nova-scotia,On This Hill,,Canada; Nova Scotia,,,Folksongs of Maritime Canada,1928///-1932///,Helen Creighton,Mr. Charles Hartlan,,creighton1932nova,,,,,199,92,,,,Craig Stuart Sapp (music and bibliographic data)                       ,,,,,,,,,,False,True,,,,https://github.com/craigsapp/creighton-nova-scotia/blob/master/data/kern/nova092.krn,https://verovio.humdrum.org/?file=users/craig/songs/creighton/nova/nova092.krn,data/kern/nova092.krn,kern,94753ed8515f042188b8227530c4dba6
