id,dataset_id,title,title_translation,location,latitude,longitude,auto_geocoded,language,glottolog_id,culture,culture_dplace_id,culture_hraf_id,genres,performers,performer_genders,instrumentation,instrument_use,percussion_use,voice_use,tonality,scale,ambitus,tempo,meter,metric_classification,collectors,collection_date,collection_date_earliest,collection_date_latest,publication_key,publication_type,publication_title,publication_authors,publication_date,publication_page_num,publication_song_num,tune_family_id,catalogue_num,publication_preview_url,encoders,encoding_date,contributors,copyright,license_id,file_path,file_format,version,file_checksum,file_url,file_preview_url,file_has_lyrics,file_has_music,file_has_licence,other_fields,comments,warnings,description,lyrics
p0800,pinck-verklingende-weisen,Graf Friedrich wollt ausreiten,,Lothringen,,,,,,,,,love|accident|death,,,,,,,F,heptatonic ionian,8,,free,,"Graf Friedrich wollt ausreiten (Band 1), S. 77",,,,pinck1926verklingende1,,,,,77,,,,,Damien Sagrillo,,,,,data/p0800.krn,kern,,64007a3ef2286f1c900e6704721776cd,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0800.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0800.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""16"", ""meters"": ""FREI]  ZZ[4 interpreted as [0/4, 0/4]"", ""rhy1"": ""X__X_X_X__X__.X_X_X_X__   (x2)"", ""rhy2"": ""X_X_X__X__X_X_X_X_X_X_X__"", ""key"": ""P0800  16  F FREI]  ZZ[4"", ""kad"": ""2221"", ""akz"": ""-5_3_2_4_"", ""fot"": ""'a__aw_b__aw_"", ""for"": ""'a__b__c__d__"", ""fok"": ""'^a_Sd_V__Sd_"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0801,pinck-verklingende-weisen,Graf Backewill,,Lothringen,,,,,,,,,imprisonment|love|war,,,,,,,F,octatonic,8,,free,,"Graf Backewill (Band 1), S.  81",,,,pinck1926verklingende1,,,,,,,,,,Damien Sagrillo,,,,,data/p0801.krn,kern,,70f7c68d69d8ce5d04f30e22a32232c6,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0801.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0801.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""16"", ""meters"": ""FREI]  ZZ[5 interpreted as [0/4, 0/4]"", ""rhy1"": ""X_X_X_X_.XX_X_X__"", ""rhy2"": ""X_XX_X_X__X_X__X__X__XX__"", ""key"": ""P0801  16  F FREI]  ZZ[5"", ""kad"": ""12121"", ""akz"": ""-5_2_5_2_4_"", ""fot"": ""'a__b__c__d__e__"", ""for"": ""'a__b__c__d__e__"", ""fok"": ""'^a_^__\\__V__Sd_"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0802,pinck-verklingende-weisen,"Wo fehlt es dir, mein Herz",,Lothringen,,,,,,,,,love,,,,,,,G,heptatonic ionian,9b,,4/4 ,,"Wo fehlt es dir, mein Herz (Band 1), S. 87",,,,pinck1926verklingende1,,,,,87,,,,,Damien Sagrillo,,,,,data/p0802.krn,kern,,3157813aa82f1cb2b9caf7a3b604066d,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0802.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0802.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""8"", ""meters"": ""4/4 ]  ZZ[6"", ""rhy1"": ""X_X_X_  X_.XX_X_  X__0_"", ""rhy2"": ""X_  X_.XX_.X  X__X__  X_"", ""key"": ""P0802  08  G 4/4 ]  ZZ[6"", ""kad"": ""1-31-311"", ""akz"": ""1311_1-5-4-5-3_1311_1-5-4-5-3_-6-61-7-521_-5-722311_"", ""fot"": ""'a__b__a__b__c__d__"", ""for"": ""'a__b__a__bv_aw_c__"", ""fok"": ""'^a_\\__^a_\\__~a_^a_"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0803,pinck-verklingende-weisen,Es reist eine Jungfrau,,Lothringen,,,,,,,,,soldier's song,,,,,,,G,heptatonic ionian,8,,4/4 ,,"Es reist eine Jungfrau (Band 1), S. 91",,,,pinck1926verklingende1,,,,,91,,,,,Damien Sagrillo,,,,,data/p0803.krn,kern,,b59a10dba8f2f36dd9107ab86cc64578,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0803.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0803.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""16"", ""meters"": ""4/4 ]  ZZ[5"", ""rhy1"": ""X__  X__X__X__X_X_  X__X_X_X__"", ""rhy2"": ""X_X_  X__X__X__X_X_  X_.XX_X_X__"", ""key"": ""P0803  16  G 4/4 ]  ZZ[5"", ""kad"": ""125-51"", ""akz"": ""1131_2252_2225_11-6-5_1131_"", ""fot"": ""'a__as\""b__c__av_"", ""for"": ""'a__b__c__d__av_"", ""fok"": ""'^a_^a_/__\\__^a_"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0804,pinck-verklingende-weisen,Es reisen drei Knaben,,Lothringen,,,,,,,,,freedom|love|imprisonment,,,,,,,F,heptatonic ionian,8,,3/4 ,,"Es reisen drei Knaben (Band 1), S. 93",,,,pinck1926verklingende1,,,,,93,,,,,Damien Sagrillo,,,,,data/p0804.krn,kern,,e72335177f456d058fde3c3a1f3f7737,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0804.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0804.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""8"", ""meters"": ""3/4 ]  ZZ[4"", ""rhy1"": ""X_  X_X_X_  X_.XX_  X_X_X_  X_0_"", ""rhy2"": ""X_  X_X_X_  X__X_  X__X_  X_0_"", ""key"": ""P0804  08  F 3/4 ]  ZZ[4"", ""kad"": ""-52-51"", ""akz"": ""121-5_2542_241-5_11331_"", ""fot"": ""'a__b__c__d__"", ""for"": ""'a__b__c__d__"", ""fok"": ""'^__^a_^d_^a_"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0805,pinck-verklingende-weisen,Der Lindenschmied,,Lothringen,,,,,,,,,murder|betrayel,,,,,,,G,heptatonic minor,8,,6/8 ,,"Der Lindenschmied (Band 1), S. 96",,,,pinck1926verklingende1,,,,,96,,,,,Damien Sagrillo,,,,,data/p0805.krn,kern,,94f0d0a50b6e97a425d5e4c3354dba94,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0805.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0805.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""16"", ""meters"": ""6/8 ]  ZZ[5"", ""rhy1"": ""XX  X__X_X__X_  X_X_X_X__"", ""rhy2"": ""X_  X__X_X_X_X_  X_X_X_X__"", ""key"": ""P0805  16  G 6/8 ]  ZZ[5"", ""kad"": ""3b1-7b41"", ""akz"": ""1-7b3b3b_2411_43b1-7b_3b53b4_5413b-51_"", ""fot"": ""'a__b__c__d__e__"", ""for"": ""'a__b__c__d__e__"", ""fok"": ""'Ma_^__^d_/__Wd_"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0806,pinck-verklingende-weisen,Es woollt ein Müller früh aufstehn,,Lothringen,,,,,,,,,deceit|murder,,,,,,,G,hexatonic minor,9,,3/4 ,,"Es woollt ein M&uuml;ller fr&uuml;h aufstehn (Band 1), S. 99",,,,pinck1926verklingende1,,,,,99,,,,,Damien Sagrillo,,,,,data/p0806.krn,kern,,e0fd268add728f798061520ca1a6a4c4,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0806.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0806.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""16"", ""meters"": ""3/4 ]  ZZ[5"", ""rhy1"": ""X_X_X_  X__X__X_X_  X__0   (x2)"", ""rhy2"": ""X_X_X_  X__.X_X_X_  X__0"", ""key"": ""P0806  16  G 3/4 ]  ZZ[5"", ""kad"": ""42421"", ""akz"": ""54_12_54_12_43_"", ""fot"": ""'a__b__av_b__c__"", ""for"": ""'a__b__c__b__d__"", ""fok"": ""'^a_Md_^a_Md_^a_"", ""n7k"": ""0] N7[5] O1[2] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0807,pinck-verklingende-weisen,Es reit't ein Reiter,,Lothringen,,,,,,,,,murder|rape|seduction,,,,,,,D,heptatonic ionian,7b,,3/4 ,,"Es reit't ein Reiter (Band 1), S. 103",,,,pinck1926verklingende1,,,,,103,,,,,Damien Sagrillo,,,,,data/p0807.krn,kern,,81d25a69f8a06b931e06d36641d07317,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0807.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0807.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""8"", ""meters"": ""3/4 ]  ZZ[4"", ""rhy1"": ""X_  X__X_  X_X_X_  X_X_X_  X_0   (x2)"", ""rhy2"": ""X_  X__X_  X_X_X_  X_X_X_  X__"", ""key"": ""P0807  08  D 3/4 ]  ZZ[4"", ""kad"": ""3373"", ""akz"": ""5263_5263_336+1_5543_"", ""fot"": ""'a__aw_b__c__"", ""for"": ""'a__av_b__c__"", ""fok"": ""'\\__Sd_Va_Sd_"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0808,pinck-verklingende-weisen,Es reist ein Knab,,Lothringen,,,,,,,,,murder|social class,,,,,,,D,hexatonic minor,9,,3/8 ,,"Es reist ein Knab (Band 1), S. 107",,,,pinck1926verklingende1,,,,,107,,,,,Damien Sagrillo,,,,,data/p0808.krn,kern,,3db9001a254f4be88c60559063027725,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0808.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0808.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""16"", ""meters"": ""3/8 ]  ZZ[4"", ""rhy1"": ""XX  X__XX  X__XX  X_X_X_  X_."", ""rhy2"": ""XXX  X__XX  X__X_  X__"", ""key"": ""P0808  16  D 3/8 ]  ZZ[4"", ""kad"": ""-6121"", ""akz"": ""533-6_151_5352_1151_"", ""fot"": ""'a__b__c__d__"", ""for"": ""'a__b__c__d__"", ""fok"": ""'Md_^a_Ma_Ma_"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0809,pinck-verklingende-weisen,Die Mordwirtin,,Lothringen,,,,,,,,,murder|greed,,,,,,,G,hexatonic minor,6,,6/8 ,,"Die Mordwirtin (Band 1), S. 109",,,,pinck1926verklingende1,,,,,109,,,,,Damien Sagrillo,,,,,data/p0809.krn,kern,,b7bf5fee35f020851436f8453bd0b492,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0809.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0809.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""16"", ""meters"": ""6/8 ]  ZZ[5"", ""rhy1"": ""X_  X__X_X__X_  X__X_X__   (x2)"", ""rhy2"": ""X_  X__X_X__"", ""key"": ""P0809  16  G 6/8 ]  ZZ[5"", ""kad"": ""111-51"", ""akz"": ""-5321_-61_-61_-61-5-5_-72-71_"", ""fot"": ""'a__b__c__d__e__"", ""for"": ""'a__aw_aw_aw_a__"", ""fok"": ""'^a_/__/__^__-__"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0810,pinck-verklingende-weisen,"Ich ging einmal spazieren, s113",,Lothringen,,,,,,,,,infidelity|murder,,,,,,,G,hexatonic minor,9,,6/8 ,,"Ich ging einmal spazieren, s113",,,,pinck1926verklingende1,,,,,,,,,,Damien Sagrillo,,,,,data/p0810.krn,kern,,41d13c0438933a5115d027a95ba846f9,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0810.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0810.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""16"", ""meters"": ""6/8 ]  ZZ[4"", ""rhy1"": ""X_  X__X_X__X_  X__.X__   (x2)"", ""rhy2"": ""X_  X_X_X_X_X_X_  X___^_"", ""key"": ""P0810  16  G 6/8 ]  ZZ[4"", ""kad"": ""-5321"", ""akz"": ""321-5_1333_3632_125411_"", ""fot"": ""'a__b__c__d__"", ""for"": ""'a__b__bw_c__"", ""fok"": ""'\\__/__^d_^__"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0811,pinck-verklingende-weisen,Ich ging einstmals spazieren,,Lothringen,,,,,,,,,forbidden love|death,,,,,,,F,hexatonic minor,9,,4/4 ,,"Ich ging einstmals spazieren (Band 1), S. 117",,,,pinck1926verklingende1,,,,,117,,,,,Damien Sagrillo,,,,,data/p0811.krn,kern,,27761554c1d2874300700b7b635683ad,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0811.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0811.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""16"", ""meters"": ""4/4 ]  ZZ[4"", ""rhy1"": ""X__  X__X__X__X_XX  X_X_X__0__"", ""rhy2"": ""X__  X_X_X_X_X__X_X_  X___0__"", ""key"": ""P0811  16  F 4/4 ]  ZZ[4"", ""kad"": ""1521"", ""akz"": ""153_145_5142_551_"", ""fot"": ""'a__b__c__d__"", ""for"": ""'a__b__c__cw_"", ""fok"": ""'^a_/__Sd_^__"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0812,pinck-verklingende-weisen,Ich stehe auf hohen Bergen,,Lothringen,,,,,,,,,forbidden love|death,,,,,,,A,octatonic major,8,,3/8 ,,"Ich stehe auf hohen Bergen (Band 1), S. 119",,,,pinck1926verklingende1,,,,,119,,,,,Damien Sagrillo,,,,,data/p0812.krn,kern,,4e87b7088355ffef200d788da83a400c,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0812.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0812.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""16"", ""meters"": ""3/8 ]  ZZ[4"", ""rhy1"": ""X_  X_.XX_  X__X_  X__X_  X__"", ""rhy2"": ""XX  X_X_.X  X_X_X_  X__"", ""key"": ""P0812  16  A 3/8 ]  ZZ[4"", ""kad"": ""24-51"", ""akz"": ""1242_124_42-6-5_2311_"", ""fot"": ""'a__aw_b__c__"", ""for"": ""'a__b__c__d__"", ""fok"": ""'^a_Va_^d_~d_"", ""n7k"": ""0] N7[16] O1[16] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0813,pinck-verklingende-weisen,Es stehen drei Sterne am Himmel,,Lothringen,,,,,,,,,murder|seduction,,,,,,,C,heptatonic ionian,7b,,3/8 ,,"Es stehen drei Sterne am Himmel (Band 1), S. 122",,,,pinck1926verklingende1,,,,,122,,,,,Damien Sagrillo,,,,,data/p0813.krn,kern,,4e9ab569afdcbfbf37d09b33635f1e4c,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0813.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0813.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""16"", ""meters"": ""3/8 ]  ZZ[4"", ""rhy1"": ""X_  X_X_X_  X_X_XX  X__.  X__0_"", ""rhy2"": ""X__X_  X_X_X_  X_X_X_  X__"", ""key"": ""P0813  16  C 3/8 ]  ZZ[4"", ""kad"": ""2525"", ""akz"": ""+1632_6755_+1632_6755_"", ""fot"": ""'a__b__a__b__"", ""for"": ""'a__b__a__b__"", ""fok"": ""'^d_^d_^d_^d_"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0814,pinck-verklingende-weisen,Es wohnt ein Pfalzgraf an dem Rhein,,Lothringen,,,,,,,,,,,,,,,,G,hexatonic minor,6b,,4/4 ,,"Es wohnt ein Pfalzgraf an dem Rhein (Band 1), S. 124",,,,pinck1926verklingende1,,,,,124,,,,,Damien Sagrillo,,,,,data/p0814.krn,kern,,fe6423543d957ebb1d18e635d5fafe52,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0814.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0814.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""8"", ""meters"": ""4/4 ]  ZZ[3"", ""rhy1"": ""XX  X_X_XXX_  X_X_X__"", ""rhy2"": ""X_X_X_X_  X_X_X_"", ""key"": ""P0814  08  G 4/4 ]  ZZ[3"", ""kad"": ""1-63"", ""akz"": ""3331_231-6_1-6323_"", ""fot"": ""'a__b__c__"", ""for"": ""'a__b__c__"", ""fok"": ""'^__^d_/__"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0815,pinck-verklingende-weisen,Es war einmal ein Zimmergesell,,Lothringen,,,,,,,,,social class|lovemaking,,,,,,,F,hexatonic minor,6,,6/8 ,,"Es war einmal ein Zimmergesell (Band 1), S. 127",,,,pinck1926verklingende1,,,,,127,,,,,Damien Sagrillo,,,,,data/p0815.krn,kern,,da17c74bf88276c44130e634425a55bc,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0815.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0815.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""8"", ""meters"": ""6/8 ]  ZZ[4"", ""rhy1"": ""X  X_XX_X  XXXX_"", ""rhy2"": ""X  XXXXXX  X__^"", ""key"": ""P0815  08  F 6/8 ]  ZZ[4"", ""kad"": ""3251"", ""akz"": ""3213_2522_4425_4411_"", ""fot"": ""'a__b__c__bs\"""", ""for"": ""'a__b__bw_b__"", ""fok"": ""'Vd_^a_/__^__"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0816,pinck-verklingende-weisen,Der Bettelmann,,Lothringen,,,,,,,,,social class|lovemaking,,,,,,,F,heptatonic ionian,9,,2/4 ,,"Der Bettelmann (Band 1), S. 129",,,,pinck1926verklingende1,,,,,129,,,,,Damien Sagrillo,,,,,data/p0816.krn,kern,,f17d0f0b4a05f69d61d9400b8e1c7941,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0816.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0816.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""8"", ""meters"": ""2/4 ]  ZZ[4"", ""rhy1"": ""X  X_X_  XXXX  XXXX  X_."", ""rhy2"": ""X  X_X_  XXXX  X_X_  X_."", ""key"": ""P0816  08  F 2/4 ]  ZZ[4"", ""kad"": ""2-521"", ""akz"": ""-51-72_1-5-7-5_5342_5511_"", ""fot"": ""'a__b__c__d__"", ""for"": ""'a__b__b__c__"", ""fok"": ""'/__^d_Sd_\\__"", ""n7k"": ""0] N7[3] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0817,pinck-verklingende-weisen,Der Wasserkrug,,Lothringen,,,,,,,,,social class|lovemaking,,,,,,,E,heptatonic harmonic minor,7,,2/4 ,,"Der Wasserkrug (Band 1), S. 133",,,,pinck1926verklingende1,,,,,133,,,,,Damien Sagrillo,,,,,data/p0817.krn,kern,,541b87c3007da585b79e9c669041bf1b,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0817.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0817.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""8"", ""meters"": ""2/4 ]  ZZ[5"", ""rhy1"": ""X  XXXX  XXX"", ""rhy2"": ""X  XXXX  X_0"", ""key"": ""P0817  08  E 2/4 ]  ZZ[5"", ""kad"": ""113b11"", ""akz"": ""3b5_21_46b_51_51_"", ""fot"": ""'a__b__as\""c__d__"", ""for"": ""'a__aw_a__aw_aw_"", ""fok"": ""'^__\\__^__\\__^d_"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0818,pinck-verklingende-weisen,Ich hab ein Schatz,,Lothringen,,,,,,,,,infidelity|love|lovemaking|soldier's song,,,,,,,G,pentatonic minor,8,,free,,"Ich hab ein Schatz (Band 1), S. 135",,,,pinck1926verklingende1,,,,,135,,,,,Damien Sagrillo,,,,,data/p0818.krn,kern,,5956bf2b6039c516cd44bac7f32da654,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0818.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0818.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""16"", ""meters"": ""FREI]  ZZ[4 interpreted as [0/4, 0/4]"", ""rhy1"": ""X_X_X_X__0X_X_X_X__0   (x2)"", ""rhy2"": ""X_X_X_X__X_X_X_X_X__0"", ""key"": ""P0818  16  G FREI]  ZZ[4"", ""kad"": ""2252"", ""akz"": ""-5_1_1_4_"", ""fot"": ""'a__b__c__d__"", ""for"": ""'a__a__b__c__"", ""fok"": ""'^a_^a_~a_\\__"", ""n7k"": ""0] N7[0] O1[4] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0819,pinck-verklingende-weisen,Wie ist doch die Falschheit so groß,,Lothringen,,,,,,,,,lament|soldier's song,,,,,,,F,hexatonic minor,11,,3/4 ,,"Wie ist doch die Falschheit so gro&szlig; (Band 1), S. 139",,,,pinck1926verklingende1,,,,,139,,,,,Damien Sagrillo,,,,,data/p0819.krn,kern,,694f998ef5e94a0cb521e846b491311c,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0819.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0819.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""8"", ""meters"": ""3/4 ]  ZZ[3"", ""rhy1"": ""X_  X_X_X_  X_X_XX  X_X_X_  X_0_"", ""rhy2"": ""XX  X_XXXX  X_X"", ""key"": ""P0819  08  F 3/4 ]  ZZ[3"", ""kad"": ""553"", ""akz"": ""1335_55_53_"", ""fot"": ""'a__b__c__"", ""for"": ""'a__b__aw_"", ""fok"": ""'/__^a_\\__"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0820,pinck-verklingende-weisen,Es spielten einst drei Brüder,,Lothringen,,,,,,,,,soldier's song,,,,,,,F,hexatonic minor,9,,4/4 ,,"Es spielten einst drei Br&uuml;der (Band 1), S. 141",,,,pinck1926verklingende1,,,,,141,,,,,Damien Sagrillo,,,,,data/p0820.krn,kern,,62279c74409a4e34965ef4fc1968760f,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0820.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0820.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""8"", ""meters"": ""4/4 ]  ZZ[4"", ""rhy1"": ""X_  X_.XX_X_  X__X_"", ""rhy2"": ""X_  X_X_XXX_  X_0__"", ""key"": ""P0820  08  F 4/4 ]  ZZ[4"", ""kad"": ""3213"", ""akz"": ""5533_642_3211_553_"", ""fot"": ""'a__b__c__av_"", ""for"": ""'a__b__c__d__"", ""fok"": ""'\\__\\__Vd_^__"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0821,pinck-verklingende-weisen,Heute marschieren wir,,Lothringen,,,,,,,,,farewell|soldier's song,,,,,,,E,hexatonic minor,6b,,2/4 ,,"Heute marschieren wir (Band 1), S. 143",,,,pinck1926verklingende1,,,,,143,,,,,Damien Sagrillo,,,,,data/p0821.krn,kern,,531963be52c5191db262f82aa44f0c1c,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0821.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0821.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""16"", ""meters"": ""2/4 ]  ZZ[6"", ""rhy1"": ""X__X_X_  X_X_X_X_  X__X__  X__."", ""rhy2"": ""X_  X_X_X_X_  X__X_X_  X_.XX_X_  X__."", ""key"": ""P0821  16  E 2/4 ]  ZZ[6"", ""kad"": ""122121"", ""akz"": ""3b13b1_3b552_1552_413b1_1552_413b1_"", ""fot"": ""'a__b__bw_aw_bw_aw_"", ""for"": ""'a__b__c__d__c__dv_"", ""fok"": ""'Sd_^a_^a_\\__^a_\\__"", ""n7k"": ""0] N7[3] O1[4] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0823,pinck-verklingende-weisen,Soldatenlos,,Lothringen,,,,,,,,,death|soldier's song,,,,,,,D,heptatonic ionian,11,,free,,"Soldatenlos (Band 1), S. 147",,,,pinck1926verklingende1,,,,,147,,,,,Damien Sagrillo,,,,,data/p0823.krn,kern,,7f08686e74e73a0be81e7aa069caf8eb,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0823.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0823.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""16"", ""meters"": ""FREI]  ZZ[12 interpreted as [0/4, 0/4]"", ""rhy1"": ""X_.XX_X_X_X_X__."", ""rhy2"": ""X_X_X_X_X_X__X_"", ""key"": ""P0823  16  D FREI]  ZZ[12"", ""kad"": ""3162-55+1145+11"", ""akz"": ""5_1_5_5_1_3_5_5_1_-5_5_5_"", ""fot"": ""'a__b__c__d__e__es'es'f__ev_ew_es'f__"", ""for"": ""'a__b__c__b__d__e__f__g__bw_h__f__g__"", ""fok"": ""'Vd_-__/__^d_^d_/__/__\\__/__/__/__\\__"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0824,pinck-verklingende-weisen,Und wenn der liebe Gott wollte,,Lothringen,,,,,,,,,love|farewell|separation|death|war,,,,,,,G,heptatonic harmonic minor,9b,,4/4 ,,"Und wenn der liebe Gott wollte (Band 1), S. 149",,,,pinck1926verklingende1,,,,,149,,,,,Damien Sagrillo,,,,,data/p0824.krn,kern,,23a1162ef6cc8ffd7d1b298facf28379,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0824.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0824.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""8"", ""meters"": ""4/4 ]  ZZ[6"", ""rhy1"": ""X_  X_.XXXX_  XXX_0_"", ""rhy2"": ""X_  X_.XX_X_  XXX_0_"", ""key"": ""P0824  08  G 4/4 ]  ZZ[6"", ""kad"": ""222121"", ""akz"": ""13b1_13b1_3b555_3b13b11_3b555_3b13b11_"", ""fot"": ""'a__av_b__c__b__c__"", ""for"": ""'a__b__c__d__c__d__"", ""fok"": ""'/__/__Ma_\\__Ma_\\__"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
