id,dataset_id,title,title_translation,location,latitude,longitude,auto_geocoded,language,glottolog_id,culture,culture_dplace_id,culture_hraf_id,genres,performers,performer_genders,instrumentation,instrument_use,percussion_use,voice_use,tonality,scale,ambitus,tempo,meter,metric_classification,collectors,collection_date,collection_date_earliest,collection_date_latest,publication_key,publication_type,publication_title,publication_authors,publication_date,publication_page_num,publication_song_num,tune_family_id,catalogue_num,publication_preview_url,encoders,encoding_date,contributors,copyright,license_id,file_path,file_format,version,file_checksum,file_url,file_preview_url,file_has_lyrics,file_has_music,file_has_licence,other_fields,comments,warnings,description,lyrics
p0912,pinck-verklingende-weisen,Der betrogene Ehemann,,Lothringen,,,,,,,,,infidelity,,,,,,,G,octatonic major,9,,4/4 ,,Der betrogene Ehemann (2-39) S. 125,,,,pinck1928verklingende2,,,,,125,39,,,,Damien Sagrillo,,,,,data/p0912.krn,kern,,6df872a2237ac7fa91ecd71f059b733e,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0912.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0912.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""16"", ""meters"": ""4/4 ]  ZZ[15"", ""rhy1"": ""X__  X__.X_X__X_X_  X__X__X__0_   (x2)"", ""rhy2"": ""X___X___  X___0_"", ""key"": ""P0912  16  G 4/4 ]  ZZ[15"", ""kad"": ""-53-5322135315-541"", ""akz"": NaN, ""fot"": ""'a__b__av_b__as\""c__d__e__f__e__g__h__dv_bv_i__"", ""for"": ""'a__b__c__b__aw_d__dw_e__f__e__fw_g__dw_h__gw_"", ""fok"": ""'^__/__^__/__\\__^d_\\__\\__V__\\__\\__Va_\\__/__\\__"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0913,pinck-verklingende-weisen,Weinfuhrmann,,Lothringen,,,,,,,,,infidelity,,,,,,,G,hexatonic minor,8,,3/8 ,,Weinfuhrmann (2-40) S. 129,,,,pinck1928verklingende2,,,,,129,40,,,,Damien Sagrillo,,,,,data/p0913.krn,kern,,2835f0f07ea715a06682b1f4ce30c152,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0913.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0913.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""16"", ""meters"": ""3/8 ]  ZZ[4"", ""rhy1"": ""X_  X__X_  X_.XXX  X_X_X_  X__"", ""rhy2"": ""X_  X__X_  X_.XXX  X__X_  X__0_"", ""key"": ""P0913  16  G 3/8 ]  ZZ[4"", ""kad"": ""1121"", ""akz"": ""-5211_-5211_21212_52-71_"", ""fot"": ""'a__av_b__c__"", ""for"": ""'a__b__c__d__"", ""fok"": ""'^a_^a_W__\\__"", ""n7k"": ""0] N7[4] O1[9] O2K[0] O2[2] O3K[0] O3[0] H\u00d6[0""}",,,,
p0914,pinck-verklingende-weisen,Frau Müllerin,,Lothringen,,,,,,,,,infidelity|lovemaking,,,,,,,D,heptatonic ionian,12,,2/4 ,,Frau M&uuml;llerin (2-41) S. 132,,,,pinck1928verklingende2,,,,,132,41,,,,Damien Sagrillo,,,,,data/p0914.krn,kern,,3e0dd5ae6ee0d50672addba0c4804f02,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0914.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0914.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""16"", ""meters"": ""2/4 ]  ZZ[6"", ""rhy1"": ""X_  X_.XX_X_  X_.XX_"", ""rhy2"": ""X_  X_X_X_X_  X_0__"", ""key"": ""P0914  16  D 2/4 ]  ZZ[6"", ""kad"": ""53656+1"", ""akz"": ""15_43_54_43_15_+1+1_"", ""fot"": ""'a__b__bs'bv_aw_c__"", ""for"": ""'a__b__bw_bw_c__d__"", ""fok"": ""'/__^__/__/__^a_Vd_"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0915,pinck-verklingende-weisen,Edelmann und Knecht,,Lothringen,,,,,,,,,infidelity|lovemaking,,,,,,,G,pentatonic minor,8,,6/8 ,,Edelmann und Knecht (2-42) S. 135,,,,pinck1928verklingende2,,,,,135,42,,,,Damien Sagrillo,,,,,data/p0915.krn,kern,,14f7a4302328cd1e42b34ae13e55cec6,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0915.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0915.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""16"", ""meters"": ""6/8 ]  ZZ[4"", ""rhy1"": ""X_  X__X_X_X_X_  X__X_X__"", ""rhy2"": ""XX  X__.X__X_  X_X_X_X__X_  X__X_X__"", ""key"": ""P0915  16  G 6/8 ]  ZZ[4"", ""kad"": ""2221"", ""akz"": ""113b2_3b2113b2_1112_5521_"", ""fot"": ""'a__b__aw_c__"", ""for"": ""'a__b__c__d__"", ""fok"": ""'/__/__\\__\\__"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0916,pinck-verklingende-weisen,Drie Gesellen,,Lothringen,,,,,,,,,,,,,,,,G,hexatonic minor,8,,2/4 ,,Drie Gesellen (2-43) S. 137,,,,pinck1928verklingende2,,,,,137,43,,,,Damien Sagrillo,,,,,data/p0916.krn,kern,,536f1375a09422d6546356f2bfc23d0f,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0916.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0916.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""8"", ""meters"": ""2/4 ]  ZZ[6"", ""rhy1"": ""X  X_XX  X_XX  X_X"", ""rhy2"": ""X  X_X_  X_XX  X_X"", ""key"": ""P0916  08  G 2/4 ]  ZZ[6"", ""kad"": ""-5-52121"", ""akz"": ""111_111_3322_-7231_3322_-7231_"", ""fot"": ""'a__av_b__c__b__c__"", ""for"": ""'a__b__c__d__c__d__"", ""fok"": ""'^__^__\\__^__\\__^__"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0917,pinck-verklingende-weisen,Fähnderich,,Lothringen,,,,,,,,,lovemaking,,,,,,,G,pentatonic major,8,,2/4 ,,F&auml;hnderich (2-44) S. 140,,,,pinck1928verklingende2,,,,,140,44,,,,Damien Sagrillo,,,,,data/p0917.krn,kern,,ea7acde98e4fcb23b58c72ee20daf570,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0917.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0917.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""16"", ""meters"": ""2/4 ]  ZZ[4"", ""rhy1"": ""X_  X_.XX_XX  X__X_.X  X__X_X_  X__"", ""rhy2"": ""X_.X  X__X_X_  X_.XX_X_  X_.XX_X_  X__"", ""key"": ""P0917  16  G 2/4 ]  ZZ[4"", ""kad"": ""2551"", ""akz"": ""1132_3325_3325_2531_"", ""fot"": ""'a__b__bv_c__"", ""for"": ""'a__b__c__d__"", ""fok"": ""'^a_V__V__^__"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0918,pinck-verklingende-weisen,Bauernstand,,Lothringen,,,,,,,,,work|religious,,,,,,,F,heptatonic ionian,9,,2/4 ,,Bauernstand (2-45) S. 142,,,,pinck1928verklingende2,,,,,142,45,,,,Damien Sagrillo,,,,,data/p0918.krn,kern,,32a62c46efcf798d1a533e7d64a7fb76,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0918.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0918.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""16"", ""meters"": ""2/4 ]  ZZ[8"", ""rhy1"": ""X_X_X_X_  X_X_X__   (x2)"", ""rhy2"": ""X_X_X_X_  X_X_X_"", ""key"": ""P0918  16  F 2/4 ]  ZZ[8"", ""kad"": ""122-53221"", ""akz"": ""-5-7_-74_-7_-7_56_25_-5-7_33_"", ""fot"": ""'a__b__c__d__e__es\""aw_f__"", ""for"": ""'a__av_aw_aw_aw_aw_a__b__"", ""fok"": ""'/__^a_/__\\__\\__^__/__^d_"", ""n7k"": ""0] N7[11] O1[11] O2K[0] O2[4] O3K[0] O3[0] H\u00d6[0""}",,,,
p0919,pinck-verklingende-weisen,Bauerndorf,,Lothringen,,,,,,,,,story,,,,,,,D,octatonic major,9,,2/4 ,,Bauerndorf (2-46) S. 147,,,,pinck1928verklingende2,,,,,147,46,,,,Damien Sagrillo,,,,,data/p0919.krn,kern,,81fb060553f75a865bef2b40fedaa9d3,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0919.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0919.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""16"", ""meters"": ""2/4 ]  ZZ[12"", ""rhy1"": ""X_  X_X_XXX_  X_X_X_"", ""rhy2"": ""X_  X_.XX_X_  X_X_X_"", ""key"": ""P0919  16  D 2/4 ]  ZZ[12"", ""kad"": ""35314#5653531"", ""akz"": ""55_51_55_51_74#_+15_+2+2_75_55_51_35_51_"", ""fot"": ""'a__b__a__bv_c__d__e__f__a__g__aw_bv_"", ""for"": ""'a__b__a__c__c__c__d__cw_a__b__a__c__"", ""fok"": ""'^__V__^__\\__\\__^a_\\__\\__^__V__^__\\__"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0920,pinck-verklingende-weisen,Verspätung,,Lothringen,,,,,,,,,work|death,,,,,,,G,heptatonic ionian,8,,4/4 ,,Versp&auml;tung (2-47) S. 151,,,,pinck1928verklingende2,,,,,151,47,,,,Damien Sagrillo,,,,,data/p0920.krn,kern,,b68ebca5305b12f96a02dcd3a800df06,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0920.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0920.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""8"", ""meters"": ""4/4 ]  ZZ[6"", ""rhy1"": ""XXX_XXX_  X_X_X__"", ""rhy2"": ""X_X_X_X_  X_X_X__"", ""key"": ""P0920  08  G 4/4 ]  ZZ[6"", ""kad"": ""2-52121"", ""akz"": ""3542_431-5_-51-72_4321_-51-72_3541_"", ""fot"": ""'a__b__c__d__cv_aw_"", ""for"": ""'a__b__b__c__b__b__"", ""fok"": ""'^d_\\__~a_\\__/__^d_"", ""n7k"": ""0] N7[3] O1[5] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0921,pinck-verklingende-weisen,Taubenlied,,Lothringen,,,,,,,,,,,,,,,,Eb,heptatonic ionian,8,,3/4 ,,Taubenlied (2-48) S. 155,,,,pinck1928verklingende2,,,,,155,48,,,,Damien Sagrillo,,,,,data/p0921.krn,kern,,fe921cd580ad556b3f1b4033249c31cc,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0921.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0921.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""32"", ""meters"": ""3/4 ]  ZZ[7"", ""rhy1"": ""X__X__  X___X___X_.XX_.X  X__X__X___"", ""rhy2"": ""X__X__  X___X___X__X__  X__X_X_X___"", ""key"": ""P0921  32 Eb 3/4 ]  ZZ[7"", ""kad"": ""5222551"", ""akz"": ""35_53_53_53_+1_+1_32_"", ""fot"": ""'a__b__bw_bw_c__c__d__"", ""for"": ""'a__b__b__b__c__c__d__"", ""fok"": ""'~a_\\__\\__\\__^__^__\\__"", ""n7k"": ""0] N7[0] O1[5] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0922,pinck-verklingende-weisen,Feierabendlied,,Lothringen,,,,,,,,,work,,,,,,,D,hexatonic minor,8,,6/8 ,,Feierabendlied (2-21) S. 157,,,,pinck1928verklingende2,,,,,157,21,,,,Damien Sagrillo,,,,,data/p0922.krn,kern,,937bd434e6574c3351fd771f7c799cca,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0922.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0922.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""16"", ""meters"": ""6/8 ]  ZZ[5"", ""rhy1"": ""X_  X__X_X__X_  X__X_X__X_  X__X_X__   (x2)"", ""rhy2"": ""X_  X__X_X_X_X_  X__.X__"", ""key"": ""P0922  16  D 6/8 ]  ZZ[5"", ""kad"": ""35341"", ""akz"": ""135353_1365_5263_134_531_"", ""fot"": ""'a__b__c__aw_d__"", ""for"": ""'a__b__c__bw_d__"", ""fok"": ""'S__Va_Sd_Va_^d_"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0923,pinck-verklingende-weisen,Schreinerlied,,Lothringen,,,,,,,,,work,,,,,,,G,heptatonic ionian,9,,4/4 ,,Schreinerlied (2-50) S. 160,,,,pinck1928verklingende2,,,,,160,50,,,,Damien Sagrillo,,,,,data/p0923.krn,kern,,cbe47333d8cab776909cdd814298d545,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0923.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0923.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""8"", ""meters"": ""4/4 ]  ZZ[4"", ""rhy1"": ""X_  X_XXXX_X  X_X_X_"", ""rhy2"": ""X_  X_X_XXXX  X__0_"", ""key"": ""P0923  08  G 4/4 ]  ZZ[4"", ""kad"": ""-7211"", ""akz"": ""112-7_112_5231_2-71_"", ""fot"": ""'a__av_as\""b__"", ""for"": ""'a__b__c__bv_"", ""fok"": ""'^a_/__^d_^__"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0924,pinck-verklingende-weisen,Hammerschmied,,Lothringen,,,,,,,,,work,,,,,,,G,heptatonic ionian,9,,2/4 ,,Hammerschmied (2-51) S. 163,,,,pinck1928verklingende2,,,,,163,51,,,,Damien Sagrillo,,,,,data/p0924.krn,kern,,98fd77888e65841b88d9c10672061be7,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0924.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0924.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""16"", ""meters"": ""2/4 ]  ZZ[8"", ""rhy1"": ""X_X_X__  X_X_X__   (x2)"", ""rhy2"": ""X_X_X_X_  X_X_X__"", ""key"": ""P0924  16  G 2/4 ]  ZZ[8"", ""kad"": ""2242-5341"", ""akz"": ""-5-7_-72_22_32_2-5_55_2-513-64_32-511_"", ""fot"": ""'a__b__c__d__e__cs\""ew_f__"", ""for"": ""'a__b__a__c__bw_d__e__f__"", ""fok"": ""'/__/__/__^d_\\__\\__Wa_Ma_"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0925,pinck-verklingende-weisen,Drei Seidenweber,,Lothringen,,,,,,,,,marriage proposal|lovemaking,,,,,,,G,heptatonic ionian,9,,6/8 ,,Drei Seidenweber (2-52) S. 165,,,,pinck1928verklingende2,,,,,165,52,,,,Damien Sagrillo,,,,,data/p0925.krn,kern,,7778455616447a7b31449bc90568800f,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0925.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0925.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""16"", ""meters"": ""6/8 ]  ZZ[6"", ""rhy1"": ""X_  X_XXXXX_X_X_  X__X_X__0_"", ""rhy2"": ""X_.XX_X__"", ""key"": ""P0925  16  G 6/8 ]  ZZ[6"", ""kad"": ""2-54521"", ""akz"": ""-5132_-5_3544_3525_12_123511_"", ""fot"": ""'a__b__c__d__e__f__"", ""for"": ""'a__b__c__d__e__f__"", ""fok"": ""'/__\\__^a_V__\\__^__"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0926,pinck-verklingende-weisen,Drei Schneider und ein Schleck,,Lothringen,,,,,,,,,mockery,,,,,,,G,heptatonic ionian,9,,4/4 ,,Drei Schneider und ein Schleck (2-53) S. 169,,,,pinck1928verklingende2,,,,,169,53,,,,Damien Sagrillo,,,,,data/p0926.krn,kern,,8fab2f239795465f9bb41fd62867e21c,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0926.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0926.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""8"", ""meters"": ""4/4 ]  ZZ[5"", ""rhy1"": ""X_  X_XXX_X_  X_XXX_X_  X__0_"", ""rhy2"": ""X_  X_XXX_XX  X_XXX_X_  X__0_"", ""key"": ""P0926  08  G 4/4 ]  ZZ[5"", ""kad"": ""33421"", ""akz"": ""-51323_-51323_3524_15-72_321_"", ""fot"": ""'a__av_b__c__d__"", ""for"": ""'a__b__c__d__e__"", ""fok"": ""'/__/__~__~__\\__"", ""n7k"": ""0] N7[5] O1[2] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0927,pinck-verklingende-weisen,Voltigeurs,,Lothringen,,,,,,,,,love,,,,,,,D,heptatonic ionian,8,,2/4 ,,Voltigeurs (2-54) S. 172,,,,pinck1928verklingende2,,,,,172,54,,,,Damien Sagrillo,,,,,data/p0927.krn,kern,,88d1e79cf26908080cc31e92141d030c,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0927.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0927.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""16"", ""meters"": ""2/4 ]  ZZ[3"", ""rhy1"": ""XX  X_XXXXXX  X_X_X_X_  X_.XXXXX  X_X_0_"", ""rhy2"": ""XX  XXXXX_XX  X_XXX_0"", ""key"": ""P0927  16  D 2/4 ]  ZZ[3"", ""kad"": ""351"", ""akz"": ""5324_6+1_32_"", ""fot"": ""'a__b__c__"", ""for"": ""'a__b__c__"", ""fok"": ""'Ma_^__\\__"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0928,pinck-verklingende-weisen,Conscritlied,,Lothringen,,,,,,,,,love|farewell|soldier's song,,,,,,,G,heptatonic ionian,8,,3/4 ,,Conscritlied (2-55) S. 175,,,,pinck1928verklingende2,,,,,175,55,,,,Damien Sagrillo,,,,,data/p0928.krn,kern,,9f330569cf3fba136bbceee4ed94ca26,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0928.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0928.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""8"", ""meters"": ""3/4 ]  ZZ[6"", ""rhy1"": ""X_  X_X_XX  X_0_"", ""rhy2"": ""XX  X_X_XX  X_0_"", ""key"": ""P0928  08  G 3/4 ]  ZZ[6"", ""kad"": ""1333-51"", ""akz"": ""11_33_-71_-71_-6-5_51_"", ""fot"": ""'a__as\""b__bw_c__d__"", ""for"": ""'a__av_b__b__c__av_"", ""fok"": ""'^a_^a_Va_~a_Sd_^__"", ""n7k"": ""0] N7[2] O1[11] O2K[0] O2[2] O3K[0] O3[0] H\u00d6[0""}",,,,
p0929,pinck-verklingende-weisen,Jung Franzosenblut,,Lothringen,,,,,,,,,soldier's song,,,,,,,C,octatonic major,9,,4/4 ,,Jung Franzosenblut (2-56) S. 177,,,,pinck1928verklingende2,,,,,177,56,,,,Damien Sagrillo,,,,,data/p0929.krn,kern,,94feb60c79f599105997598b1678ffa8,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0929.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0929.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""8"", ""meters"": ""4/4 ]  ZZ[6"", ""rhy1"": ""X_  X_.XXXXX  X_X_X_"", ""rhy2"": ""X_  X_X_X_XX  X_X_X_"", ""key"": ""P0929  08  C 4/4 ]  ZZ[6"", ""kad"": ""354561"", ""akz"": ""+1513_2+155_3354_22555_5+166_+1+161_"", ""fot"": ""'a__b__c__d__e__f__"", ""for"": ""'a__b__c__d__aw_aw_"", ""fok"": ""'~d_^a_Sd_Va_~a_\\__"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0930,pinck-verklingende-weisen,Soldatenabschied,,Lothringen,,,,,,,,,love|farewell|soldier's song,,,,,,,E,heptatonic minor,6,,4/4 ,,Soldatenabschied (2-57) S. 179,,,,pinck1928verklingende2,,,,,179,57,,,,Damien Sagrillo,,,,,data/p0930.krn,kern,,efaca606788cfc7c3f1ca9094b8da0f3,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0930.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0930.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""8"", ""meters"": ""4/4 ]  ZZ[4"", ""rhy1"": ""X_X_X_X_  XXX_X_X_  0_"", ""rhy2"": ""XXX_X_  XXX_X_X_  0_"", ""key"": ""P0930  08  E 4/4 ]  ZZ[4"", ""kad"": ""1-7b51"", ""akz"": ""53b44_13b1_3b3b3b5_43b-71_"", ""fot"": ""'a__b__c__d__"", ""for"": ""'a__b__aw_c__"", ""fok"": ""'\\__\\__/__\\__"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0931,pinck-verklingende-weisen,Bergelein,,Lothringen,,,,,,,,,hunt,,,,,,,G,heptatonic ionian,8,,3/4 ,,Bergelein (2-58) S. 182,,,,pinck1928verklingende2,,,,,182,58,,,,Damien Sagrillo,,,,,data/p0931.krn,kern,,e455f31897ca0b0009ea9c2538a49db4,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0931.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0931.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""16"", ""meters"": ""3/4 ]  ZZ[6"", ""rhy1"": ""X__.X_X_X_  X_.XX___"", ""rhy2"": ""X__X__X__  X__.X_X__"", ""key"": ""P0931  16  G 3/4 ]  ZZ[6"", ""kad"": ""21-7513"", ""akz"": ""34_-53_-5-6_-73_-5-6_-73_"", ""fot"": ""'a__b__c__d__cv_e__"", ""for"": ""'a__b__c__d__cw_bw_"", ""fok"": ""'Sd_^a_/__~a_~a_^a_"", ""n7k"": ""0] N7[0] O1[3] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0932,pinck-verklingende-weisen,Wildbretgang,,Lothringen,,,,,,,,,hunt,,,,,,,D,hexatonic minor,8,,2/4 ,,Wildbretgang (2-59) S. 184,,,,pinck1928verklingende2,,,,,184,59,,,,Damien Sagrillo,,,,,data/p0932.krn,kern,,05ce775b792124dc76c14180675c1795,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0932.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0932.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""8"", ""meters"": ""2/4 ]  ZZ[9"", ""rhy1"": ""X_XX  X_X_  X"", ""rhy2"": ""XXX  X_X_  X_"", ""key"": ""P0932  08  D 2/4 ]  ZZ[9"", ""kad"": ""155311553"", ""akz"": ""531_55_335_33_531_531_655_335_33_"", ""fot"": ""'a__b__c__cv_av_a__d__c__cv_"", ""for"": ""'a__b__bw_bv_c__av_bw_bw_bv_"", ""fok"": ""'Sd_^a_V__\\__Sd_Sd_^a_V__\\__"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0933,pinck-verklingende-weisen,Jäger im grünen Wald,,Lothringen,,,,,,,,,hunt|lovemaking,,,,,,,G,heptatonic ionian,8,,2/2 ,,J&auml;ger im gr&uuml;nen Wald (2-60) S. 187,,,,pinck1928verklingende2,,,,,187,60,,,,Damien Sagrillo,,,,,data/p0933.krn,kern,,170ca6c03c192285108c5d62e57e0053,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0933.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0933.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""8"", ""meters"": ""2/2 ]  ZZ[6"", ""rhy1"": ""X_  X_.XX_X_  X_.XX_"", ""rhy2"": ""X_  X_X_X_X_  X_X_X_X_  X__0_"", ""key"": ""P0933  08  G 2/2 ]  ZZ[6"", ""kad"": ""-5131-51"", ""akz"": ""1-6_131_-71_43_1-6_131_"", ""fot"": ""'a__b__c__as\""av_bv_"", ""for"": ""'a__b__bw_bw_c__d__"", ""fok"": ""'^__^a_Va_\\__^__^a_"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0934,pinck-verklingende-weisen,Der jäger im Tannenholz,,Lothringen,,,,,,,,,murder|love,,,,,,,E,heptatonic minor,6,,3/8 ,,Der j&auml;ger im Tannenholz (2-61) S. 188,,,,pinck1928verklingende2,,,,,188,61,,,,Damien Sagrillo,,,,,data/p0934.krn,kern,,a90badbb46392d02e9e484a63cec1f80,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0934.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0934.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""16"", ""meters"": ""3/8 ]  ZZ[4"", ""rhy1"": ""X_  X__X_  X_X_X_  X__.  X__   (x2)"", ""rhy2"": ""X_  X__X_  X__X_  X__X_  X__"", ""key"": ""P0934  16  E 3/8 ]  ZZ[4"", ""kad"": ""2241"", ""akz"": ""-7b-7b3b2_113b2_13b55_3b211_"", ""fot"": ""'a__b__c__d__"", ""for"": ""'a__b__c__cw_"", ""fok"": ""'/__/__/__\\__"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
p0935,pinck-verklingende-weisen,Jäger und Graserin,,Lothringen,,,,,,,,,hunt,,,,,,,G,heptatonic ionian,8,,6/8 ,,J&auml;ger und Graserin (2-62) S. 191,,,,pinck1928verklingende2,,,,,191,62,,,,Damien Sagrillo,,,,,data/p0935.krn,kern,,86b554bf14a7849175cf3aa4852b04fa,http://verovio.humdrum.org/?file=sagrillo/lorraine/p0935.krn,https://kern.humdrum.org/cgi-bin/ksdata?file=p0935.krn&l=users/sagrillo/lorraine&format=kern,False,True,,"{""minrhy"": ""16"", ""meters"": ""6/8 ]  ZZ[4"", ""rhy1"": ""X_  X_.XX_X_.XX_  X__X_X__X_  X__0__."", ""rhy2"": ""X_  X_.XX_X__X_  X__X_X__"", ""key"": ""P0935  16  G 6/8 ]  ZZ[4"", ""kad"": ""-5531"", ""akz"": ""-512-5-5_-5325_2213_1411_"", ""fot"": ""'a__b__c__as\"""", ""for"": ""'a__b__c__bw_"", ""fok"": ""'^__/__Vd_S__"", ""n7k"": ""0] N7[0] O1[0] O2K[0] O2[0] O3K[0] O3[0] H\u00d6[0""}",,,,
